"treeName","setname","source","description","nTips_all","processType","regimeMRCA","regimeTime","regime_nTips","K","sigma","lambda0","lambda1","mu0","mu1"
"RaboskyEtAl2017_139","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2648,"birth-death",3876,85.67476,2,NA,NA,0.160493,0,0.0486741,0
"RaboskyEtAl2017_139","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2648,"birth-death",3799,83.90766,2,NA,NA,0.117824,0,0.0582471,0
"RaboskyEtAl2017_139","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2648,"birth-death",3639,84.99046,4,NA,NA,0.266139,0,0.00099306,0
"RaboskyEtAl2017_139","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2648,"birth-death",3381,92.38476,2,NA,NA,0.169404,0,0.0303729,0
"RaboskyEtAl2017_139","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2648,"birth-death",2969,94.96256,2,NA,NA,0.0894368,0,0.0186538,0
"RaboskyEtAl2017_139","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2648,"birth-death",2953,88.03306,3,NA,NA,0.017884,0,0.0353356,0
"RaboskyEtAl2017_139","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2648,"birth-death",2868,76.97666,4,NA,NA,0.0902543,0,0.0130937,0
"RaboskyEtAl2017_139","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2648,"birth-death",2756,85.71566,12,NA,NA,0.185241,0,0.104789,0
"RaboskyEtAl2017_139","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2648,"birth-death",2732,93.04316,3,NA,NA,0.204801,0,0.00332095,0
"RaboskyEtAl2017_140","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",28,"birth-death",29,0,24,NA,NA,0.0198287,0,0.000393831,0
"RaboskyEtAl2017_140","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",28,"birth-death",53,90.9066,4,NA,NA,0.0681917,0,0.0820204,0
"RaboskyEtAl2017_141","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",195,"birth-death",196,0,131,NA,NA,0.0168032,0,0.0812098,0
"RaboskyEtAl2017_141","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",195,"birth-death",380,52.8239804,2,NA,NA,0.156314,0,0.0354938,0
"RaboskyEtAl2017_141","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",195,"birth-death",362,44.2338804,2,NA,NA,0.207596,0,0.146199,0
"RaboskyEtAl2017_141","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",195,"birth-death",328,39.8700804,2,NA,NA,0.0126043,0,0.0359222,0
"RaboskyEtAl2017_141","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",195,"birth-death",258,31.6517804,54,NA,NA,0.177431,0,0.0657584,0
"RaboskyEtAl2017_141","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",195,"birth-death",259,35.8474804,2,NA,NA,0.0788765,0,0.145331,0
"RaboskyEtAl2017_141","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",195,"birth-death",241,51.0441804,2,NA,NA,0.102568,0,0.160519,0
"RaboskyEtAl2017_142","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",22,"birth-death",23,0,20,NA,NA,0.0316609,0,0.0156027,0
"RaboskyEtAl2017_142","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",22,"birth-death",30,27.32417,2,NA,NA,0.122693,0,0.0348176,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4010,0,2754,NA,NA,0.0173244,0,0.0536723,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",7933,56.321,2,NA,NA,0.0609846,0,0.0621464,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",7881,52.1959,5,NA,NA,0.258993,0,0.00428567,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",7848,47.1025,2,NA,NA,0.172838,0,0.0690708,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",7584,44.066,2,NA,NA,0.0975099,0,0.0154246,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",7417,48.3171,9,NA,NA,0.23639,0,0.0264949,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",7346,52.8658,5,NA,NA,0.173125,0,0.0104241,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",7255,54.7875,2,NA,NA,0.396302,0,0.0765725,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6965,48.0072,114,NA,NA,0.362701,0,0.000674796,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6949,52.7191,4,NA,NA,0.121461,0,0.0253264,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6772,45.0382,41,NA,NA,0.174719,0,0.016212,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6768,51.968,2,NA,NA,0.293494,0,0.35365,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6661,33.09,9,NA,NA,0.230768,0,0.161299,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6670,53.5495,2,NA,NA,0.122061,0,0.0106732,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6470,51.051,2,NA,NA,0.147983,0,0.0552055,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6424,53.1871,12,NA,NA,0.462097,0,0.0747505,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6341,45.0925,22,NA,NA,0.156962,0,0.00621618,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6252,56.2316,2,NA,NA,0.116385,0,0.0567469,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6218,49.7805,2,NA,NA,0.101484,0,0.010488,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5837,31.4938,349,NA,NA,0.171098,0,0.0151899,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6164,56.869,2,NA,NA,0.250962,0,0.0835606,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",6108,54.38,5,NA,NA,0.377975,0,0.0353514,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5865,49.1695,6,NA,NA,0.194445,0,0.0600104,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5658,53.7695,3,NA,NA,0.217725,0,0.194589,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5501,52.3225,18,NA,NA,0.417767,0,0.0293963,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5464,55.3287,2,NA,NA,0.171597,0,0.0305376,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5448,53.2806,2,NA,NA,0.142863,0,0.0496261,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5444,57.339,3,NA,NA,0.196648,0,0.197383,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5358,55.106,2,NA,NA,0.0820481,0,0.0225409,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5347,54.6927,2,NA,NA,0.22184,0,0.105311,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5284,54.6457,3,NA,NA,0.120131,0,0.0515731,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5227,42.071,2,NA,NA,0.104105,0,0.1226,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4704,31.6631,465,NA,NA,0.250636,0,0.0143837,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5180,32.4101,45,NA,NA,0.203352,0,0.046412,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5183,47.307,2,NA,NA,0.0846914,0,0.0238308,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",5006,54.792,6,NA,NA,0.291214,0,0.0436164,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4797,51.4147,3,NA,NA,0.16139,0,0.0741187,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4721,52.4187,2,NA,NA,0.149832,0,0.0699511,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4648,38.6055,53,NA,NA,0.169951,0,0.0121715,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4640,52.0817,2,NA,NA,0.162413,0,0.0911116,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4579,53.1146,2,NA,NA,0.060853,0,0.0565957,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4514,56.7204,2,NA,NA,0.198564,0,0.0681736,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4481,58.1122,3,NA,NA,0.167845,0,0.130729,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4354,43.0979,2,NA,NA,0.0443929,0,0.0117315,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4355,49.5308,9,NA,NA,0.2443,0,0.0575815,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4278,58.1763,2,NA,NA,0.228024,0,0.0352391,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4131,39.5515,16,NA,NA,0.208481,0,0.0431117,0
"RaboskyEtAl2017_143","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",4009,"birth-death",4109,53.3718,3,NA,NA,0.15795,0,0.0515311,0
"RaboskyEtAl2017_144","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",31,"birth-death",32,0,21,NA,NA,0.0522636,0,0.019864,0
"RaboskyEtAl2017_144","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",31,"birth-death",54,65.0026,6,NA,NA,0.267677,0,0.244919,0
"RaboskyEtAl2017_144","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",31,"birth-death",56,89.1028,2,NA,NA,0.0890051,0,0.0553238,0
"RaboskyEtAl2017_144","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",31,"birth-death",41,89.9819,2,NA,NA,0.115446,0,0.291601,0
"RaboskyEtAl2017_145","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2922,"birth-death",2923,0,11,NA,NA,0.0334504,0,0.0384386,0
"RaboskyEtAl2017_145","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2922,"birth-death",2956,52.2502,2581,NA,NA,0.206709,0,0.00136188,0
"RaboskyEtAl2017_145","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2922,"birth-death",5734,97.687,2,NA,NA,0.0963531,0,0.0465512,0
"RaboskyEtAl2017_145","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2922,"birth-death",5687,92.0206,6,NA,NA,0.327361,0,0.0680851,0
"RaboskyEtAl2017_145","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2922,"birth-death",5447,92.8535,3,NA,NA,0.256501,0,0.0243484,0
"RaboskyEtAl2017_145","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2922,"birth-death",5427,93.4768,5,NA,NA,0.280737,0,0.0565177,0
"RaboskyEtAl2017_145","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2922,"birth-death",5234,98.5005,2,NA,NA,0.0812429,0,0.0473422,0
"RaboskyEtAl2017_145","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2922,"birth-death",5218,94.8137,2,NA,NA,0.119815,0,0.0534729,0
"RaboskyEtAl2017_145","RaboskyEtAl2017","Rabosky et al. 2017","multi-regime, rate-constant birth-death",2922,"birth-death",5165,97.7206,2,NA,NA,0.0876046,0,0.0120399,0
