generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,15,460,0,0.032,0,0.005,0
1000,15,460,0,0.00881425,0,0.00886291,0
1000,234,235,5992.42,0.000404382,-2.46804e-05,0.000387133,0
1000,388,NA,23182.5,0.000284157,1.17003e-05,0.000535266,0
1000,542,546,3063.48,0.00029248,-5.39484e-05,0.000264241,0
2000,15,460,0,0.00881425,0,0.00881206,0
2000,95,NA,41379.4,0.000865439,7.09372e-06,0.00160982,0
2000,152,NA,43057.3,0.000839477,-1.39365e-05,0.000567088,0
2000,156,NA,23099.5,0.000322621,2.94135e-05,0.000568211,0
2000,234,235,6103.99,0.000297029,-2.46804e-05,0.000258875,0
2000,323,NA,7771.92,0.000133969,3.62262e-05,0.000275874,0
2000,460,513,51.8198,0.000736437,-5.39484e-05,0.000205779,0
2000,527,528,40590.9,0.000168025,4.6955e-06,8.06345e-05,0
2000,530,NA,38894.6,0.000355914,1.17003e-05,0.000727886,0
3000,15,460,0,0.00881425,0,0.00881206,0
3000,15,16,22166.9,0.000102333,1.77069e-05,0.00020906,0
3000,95,NA,38817.3,0.000277199,7.09372e-06,0.00113014,0
3000,156,NA,20607.4,0.000420005,2.94135e-05,0.000651508,0
3000,207,NA,36670.4,4.09808e-05,-2.64179e-05,0.00050557,0
3000,234,235,7819.67,0.000251089,-2.46804e-05,0.000135053,0
3000,249,250,12017.7,0.00019462,3.62262e-05,0.000346385,0
3000,388,NA,31008.8,9.65226e-05,-1.39365e-05,0.000434442,0
3000,460,513,51.8198,0.000736437,-5.39484e-05,0.000237364,0
4000,15,460,0,0.00881425,0,0.00880588,0
4000,15,16,21847.4,7.51447e-05,1.77069e-05,0.000133105,0
4000,158,159,19271.7,5.90995e-06,-1.34994e-05,0.000229569,0
4000,156,NA,32044.3,2.58787e-05,2.94135e-05,0.00073255,0
4000,92,93,26348.5,0.000171221,-7.99783e-08,0.000414601,0
4000,178,NA,22403,0.000215142,7.09372e-06,0.000451786,0
4000,201,207,1101.84,9.0401e-05,1.14097e-05,7.60407e-05,0
4000,234,235,11522.5,0.000450366,-2.46804e-05,0.000358487,0
