generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,1,61,0,0.032,0,0.005,0
1000,1,61,0,0.0511553,0.00103817,0.0061176,0
2000,1,61,0,0.0583384,0.0042784,0.0245828,0
3000,1,61,0,0.0479861,0.00529831,0.00459577,0
4000,1,61,0,0.0934648,-0.00411355,0.0383618,0
5000,1,61,0,0.0730615,-0.00274104,0.0155451,0
6000,1,61,0,0.107825,-0.00535956,0.044161,0
7000,1,61,0,0.0763139,-0.00316925,0.0104681,0
7000,78,NA,64.8924,0.167522,-0.000733454,0.023825,0
8000,1,61,0,0.125038,-0.00930582,0.0300714,0
9000,1,61,0,0.10598,-0.00833819,0.0171506,0
10000,1,61,0,0.107439,-0.0108961,0.0121371,0
11000,1,61,0,0.069447,0.000700877,0.0189928,0
12000,1,61,0,0.0971183,-0.00832259,0.011271,0
13000,1,61,0,0.0839969,-0.00568705,0.0150157,0
14000,1,61,0,0.0933606,-0.00971556,0.000497108,0
15000,1,61,0,0.0632289,-0.00301166,0.000146902,0
16000,1,61,0,0.105329,-0.00992327,0.0206133,0
17000,1,61,0,0.149849,-0.0112673,0.044889,0
18000,1,61,0,0.114369,-0.0106048,0.0280359,0
19000,1,61,0,0.131395,-0.00902039,0.0281537,0
20000,1,61,0,0.134537,-0.0115856,0.0500419,0
21000,1,61,0,0.133479,-0.0122482,0.0404147,0
22000,1,61,0,0.143149,-0.0158577,0.00975121,0
23000,1,61,0,0.105622,-0.0106764,0.0113113,0
24000,1,61,0,0.153895,-0.0106764,0.0543427,0
25000,1,61,0,0.118121,-0.0146273,0.00730184,0
26000,1,61,0,0.129028,-0.014742,0.0316435,0
27000,1,61,0,0.168439,-0.0129376,0.0401444,0
28000,1,61,0,0.119886,-0.0141088,0.000368414,0
28000,68,NA,43.8231,0.0772704,-0.00918037,0.0331758,0
29000,1,61,0,0.100645,-0.00973345,0.00586064,0
30000,1,61,0,0.127076,-0.0139848,0.000246205,0
31000,1,61,0,0.0841169,-0.00682687,0.00111216,0
32000,1,61,0,0.0523694,0.0041619,0.00863164,0
33000,1,61,0,0.0781201,-0.00220815,0.0265419,0
34000,1,61,0,0.0797901,-0.00937459,0.000622056,0
34000,91,NA,71.1636,0.00686438,0.00347369,0.327112,0
35000,1,61,0,0.0344143,0.0158956,0.0113226,0
35000,41,NA,70.3416,0.0334093,0.0147219,0.503879,0
36000,1,61,0,0.0445432,0.000625804,0.000970585,0
37000,1,61,0,0.04597,0.00799542,0.00359222,0
37000,106,NA,70.8261,0.173809,-0.00266783,0.368509,0
38000,1,61,0,0.13162,-0.0116675,0.0404173,0
39000,1,61,0,0.125554,-0.0114096,0.0131101,0
40000,1,61,0,0.0732723,-0.00457028,0.00539205,0
41000,1,61,0,0.111532,-0.0106402,0.00689914,0
42000,1,61,0,0.149854,-0.0115367,0.0343895,0
43000,1,61,0,0.150127,-0.0164131,0.0218522,0
44000,1,61,0,0.196281,-0.017308,0.0419854,0
45000,1,61,0,0.172335,-0.019529,0.0264699,0
46000,1,61,0,0.233434,-0.0174152,0.0665796,0
47000,1,61,0,0.226243,-0.0191336,0.0654867,0
48000,1,61,0,0.184963,-0.0168271,0.0437208,0
49000,1,61,0,0.0612305,1.39768e-05,0.0182888,0
50000,1,61,0,0.0775047,-0.00260041,0.0180441,0
51000,1,61,0,0.13135,-0.0100888,0.0416407,0
52000,1,61,0,0.178725,-0.0151738,0.0677182,0
53000,1,61,0,0.141934,-0.0142463,0.0507504,0
54000,1,61,0,0.132479,-0.00946755,0.0463678,0
55000,1,61,0,0.125903,-0.00813549,0.043156,0
56000,1,61,0,0.101784,-0.0102345,0.0133546,0
57000,1,61,0,0.10693,-0.0090033,0.0223208,0
58000,1,61,0,0.0949697,-0.0106862,0.00622617,0
59000,1,61,0,0.0847186,-0.00478847,0.00804921,0
60000,1,61,0,0.0830111,-0.00681994,0.00580839,0
61000,1,61,0,0.120365,-0.00853963,0.0490821,0
62000,1,61,0,0.175864,-0.0141637,0.0450025,0
63000,1,61,0,0.204056,-0.0145697,0.0740157,0
64000,1,61,0,0.185671,-0.0187805,0.0294364,0
65000,1,61,0,0.176121,-0.0127682,0.0650938,0
66000,1,61,0,0.153061,-0.0149516,0.0215309,0
67000,1,61,0,0.110229,-0.00972318,0.0372552,0
68000,1,61,0,0.0794294,-0.00503901,0.0123758,0
69000,1,61,0,0.0306197,0.028527,0.000761466,0
