generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,2.56358,-371.667,1,0
1000,0,2.56707,-325.439,0.0716958,0.366633
2000,0,3.09029,-325.644,0.133668,0.323338
3000,0,2.47497,-325.905,0.537185,0.325
4000,0,0.188696,-325.68,2.63175,0.313
5000,0,2.09052,-325.527,0.910713,0.386
6000,0,1.12732,-327.951,1.51156,0.34
7000,0,3.24531,-326.153,0.0750874,0.317
8000,0,3.11102,-325.763,0.0203401,0.298
9000,0,2.78707,-326.106,0.386085,0.300411
10000,0,2.74169,-326.143,0.315601,0.264
11000,1,2.82662,-326.705,1.83987,0.332
12000,0,-1.09629,-326.164,4.49777,0.31925
13000,1,4.96027,-326.367,0.823062,0.292
14000,0,2.72768,-326.155,0.296389,0.324769
15000,0,2.72704,-325.847,0.403282,0.299
16000,2,1.45914,-326.993,2.03738,0.385
17000,0,2.08247,-325.183,0.255997,0.36225
18000,1,4.18282,-326.543,0.129616,0.316
19000,0,0.150211,-326.088,2.63682,0.352375
20000,0,1.27181,-325.306,0.450901,0.326
21000,0,2.93317,-325.79,0.213485,0.294333
22000,0,2.97926,-326.497,0.104273,0.338
23000,0,3.27189,-327.968,0.0909531,0.329435
24000,1,4.8295,-327.251,0.879257,0.3395
25000,0,3.16708,-325.309,0.165846,0.421
26000,0,2.86128,-325.783,0.435304,0.296
27000,0,3.16723,-325.439,0.151985,0.272
28000,0,2.87912,-327.315,0.143875,0.3192
29000,1,5.8101,-327.144,0.288428,0.264
30000,0,2.31961,-327.803,0.326875,0.354
31000,0,3.06552,-326.195,0.265139,0.244
32000,0,0.587184,-326.478,2.36603,0.327
33000,0,1.09571,-328.145,1.96446,0.299833
34000,0,2.8568,-325.291,0.53723,0.299
35000,0,3.14114,-325.914,0.217717,0.434
36000,0,2.52553,-326.059,0.530374,0.31555
37000,0,3.12077,-325.437,0.207799,0.302
38000,0,2.13618,-326.584,0.77147,0.398
39000,0,2.93815,-327.519,0.267383,0.30775
40000,0,2.36892,-326.325,0.734973,0.275
41000,0,2.56264,-325.433,0.822516,0.222
42000,0,3.029,-325.851,0.305318,0.3018
43000,0,2.12894,-328.228,0.93844,0.356
44000,0,3.10688,-326.118,0.0203591,0.344
45000,0,1.37734,-327.713,1.58087,0.279
46000,0,2.0177,-326.137,0.920865,0.301643
47000,0,1.44742,-327.739,0.844983,0.216
48000,0,2.30512,-327.082,0.316626,0.231
49000,0,2.51952,-326.785,0.134083,0.239
50000,0,3.1459,-325.567,0.160799,0.211
51000,0,2.30797,-326.987,0.814871,0.326
52000,0,2.52488,-326.819,0.794748,0.29
53000,0,2.97487,-326.189,0.397897,0.371
54000,0,2.13172,-326.693,0.691191,0.285444
55000,0,2.59899,-326.617,0.502813,0.284643
56000,0,3.35797,-326.916,0.0144275,0.243
57000,0,3.08133,-325.824,0.199818,0.30925
58000,0,2.5789,-326.372,0.612224,0.33
59000,1,3.5116,-328.248,2.00431,0.292
60000,0,1.29393,-328.683,1.19815,0.287455
