generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,11.3351,-965.441,1,1
1000,0,13.3907,-700.588,0.0774507,0.209
2000,0,13.4349,-700.048,0.144428,0.202399
3000,0,13.2071,-698.167,0.150576,0.2725
4000,0,11.8911,-698.452,1.31679,0.215696
5000,0,12.3311,-699.888,1.00467,0.193961
6000,0,13.0573,-698.98,0.101509,0.211
7000,0,13.214,-698.175,0.0454965,0.221
8000,0,12.8388,-699.194,0.652759,0.222
9000,0,13.0192,-698.195,0.360473,0.217
10000,0,10.8433,-699.553,2.62499,0.2236
11000,0,13.2844,-698.313,0.11108,0.213
12000,0,12.5093,-699.809,0.478652,0.172
13000,0,13.2267,-700.325,0.280968,0.224667
14000,0,13.3343,-698.149,0.00101459,0.1985
15000,0,12.51,-698.554,0.821133,0.233
16000,1,24.6337,-701.719,0.971792,0.284
17000,0,12.775,-698.649,0.479146,0.215643
18000,0,13.1755,-698.285,0.193592,0.2546
19000,0,11.0574,-697.004,1.92068,0.222
20000,0,13.3269,-698.634,0.00310731,0.2385
21000,0,12.4073,-694.719,0.0629232,0.210706
22000,0,11.7661,-698.234,1.51774,0.2345
23000,0,13.2091,-698.406,0.0118576,0.2
24000,0,12.9022,-696.492,0.0414022,0.1926
25000,0,12.1027,-696.023,0.621542,0.182
26000,0,12.4709,-696.823,0.551184,0.172
27000,0,12.485,-696.023,0.240276,0.183
28000,0,13.1872,-698.14,0.108398,0.201083
29000,0,11.9973,-697.625,0.938486,0.197
30000,0,13.2458,-698.598,0.00312065,0.229
31000,1,25.2129,-699.895,0.993602,0.239
32000,0,12.914,-698.595,0.459261,0.239
33000,0,11.5334,-695.724,0.96195,0.174083
34000,0,12.7596,-696.037,0.025097,0.196
35000,0,12.7423,-697.935,0.0671971,0.205
36000,0,12.3364,-694.674,0.00704906,0.195
37000,0,12.4997,-695.664,0.170848,0.163
38000,0,12.1132,-694.801,0.124284,0.181
39000,0,12.4577,-694.979,0.0656968,0.178
40000,0,12.7676,-696.583,0.151043,0.193
41000,0,12.1786,-699.384,0.887613,0.220583
42000,0,12.7897,-698.985,0.479338,0.202
43000,0,12.6022,-696.371,0.0503378,0.176
44000,0,13.1567,-699.466,0.21237,0.232
45000,0,12.368,-700.188,0.0207373,0.1775
46000,0,11.3186,-696.042,0.613266,0.175
47000,0,11.6308,-695.375,0.345057,0.172
48000,0,13.5595,-699.992,0.00468482,0.21775
49000,0,12.7337,-698.367,0.472962,0.252
50000,0,12.7754,-697.522,0.428059,0.233
51000,0,13.0877,-699.131,0.158622,0.242
52000,0,13.0162,-697.346,0.18921,0.185
53000,0,10.8459,-697.582,1.5136,0.192
54000,0,11.6912,-694.385,0.257612,0.178143
55000,0,11.51,-695.24,0.53173,0.169
56000,0,11.3792,-694.598,1.00488,0.156
57000,0,11.4597,-694.931,1.00125,0.195
58000,0,11.4615,-695.049,1.02337,0.171
59000,0,11.7373,-695.712,0.849555,0.173
60000,0,12.4953,-696.071,0.0431316,0.1895
61000,0,12.0439,-695.691,0.521663,0.18
62000,0,12.7237,-697.07,0.121403,0.175
63000,0,11.905,-695.751,0.615143,0.162
64000,0,12.9905,-697.439,0.131078,0.1965
65000,0,12.2899,-695.781,0.348732,0.17
66000,0,12.7008,-696.527,0.340703,0.1745
67000,0,11.7127,-696.51,1.00978,0.167
68000,0,12.8436,-697.952,0.156868,0.19225
69000,0,11.4581,-698.4,1.6282,0.214
70000,0,12.8182,-699.146,0.0837928,0.219
71000,0,13.1463,-698.05,0.182013,0.164
72000,0,12.4139,-695.941,0.429189,0.187857
73000,0,12.7148,-695.728,0.124563,0.167
74000,0,12.4965,-695.504,0.190043,0.165
75000,0,12.2167,-699.627,0.210738,0.145
76000,0,11.324,-696.904,1.7477,0.183111
77000,0,12.1984,-698.27,1.09526,0.226756
78000,0,12.4846,-698.741,0.961991,0.193
79000,0,13.1243,-698.818,0.144923,0.258
80000,0,12.2352,-698.627,1.05524,0.232
81000,0,12.7303,-696.698,0.216242,0.205
82000,0,12.2128,-695.876,0.661355,0.217
83000,0,11.0927,-695.899,1.66899,0.203
84000,0,11.68,-696.063,0.643664,0.187333
85000,0,11.9246,-695.822,0.835402,0.156
86000,0,11.3066,-697.199,1.84744,0.207933
87000,1,21.7079,-698.683,0.916238,0.208
88000,0,12.4326,-700.215,0.741723,0.229
89000,0,13.2142,-699.185,0.0203425,0.2
90000,0,12.8409,-697.309,0.0552693,0.193
91000,0,11.7348,-695.382,1.00218,0.193714
92000,0,12.123,-699.469,0.523167,0.154
93000,0,12.4209,-698.741,0.398993,0.158
94000,0,13.1729,-697.512,0.0851995,0.223
95000,0,11.9832,-698.204,1.08786,0.177
96000,0,12.4399,-697.39,0.63569,0.165
97000,0,12.8962,-701.101,0.473228,0.2126
98000,0,11.822,-697.438,1.42057,0.198375
99000,0,12.8365,-697.303,0.372022,0.243
100000,0,11.9979,-699.061,0.879142,0.186
101000,0,13.1801,-698.581,0.197582,0.206
102000,0,13.1432,-697.194,0.022271,0.189
103000,0,12.8526,-697.877,0.163732,0.183
104000,0,12.9134,-698.285,0.25729,0.204875
105000,0,13.1618,-699.438,0.241125,0.21192
106000,0,11.665,-698.284,1.69238,0.215
107000,0,13.0834,-698.907,0.300193,0.203
108000,0,13.3024,-698.192,0.0231444,0.193
109000,0,11.1599,-699.372,2.32758,0.259083
110000,0,12.027,-697.834,0.379212,0.197333
111000,0,13.2041,-698.88,0.0357917,0.199333
112000,0,13.1249,-698.12,0.187374,0.178
113000,0,12.5468,-698.704,0.786162,0.20275
114000,0,12.3,-697.378,0.196083,0.1705
115000,0,10.7575,-695.932,1.62641,0.178
116000,0,12.0188,-695.535,0.55792,0.176
117000,0,12.0007,-695.589,0.645614,0.185
118000,0,11.3805,-695.358,1.32556,0.182
119000,1,24.858,-700.685,1.19293,0.2185
120000,0,13.4949,-699.303,0.00932044,0.233
121000,0,12.7465,-697.665,0.29874,0.251
122000,0,12.923,-697.184,0.181326,0.223
123000,0,12.4255,-696.667,0.635002,0.196727
124000,0,12.1821,-695.274,0.420904,0.209647
125000,0,12.6907,-695.453,0.0593591,0.156
126000,0,10.8143,-696.182,1.95602,0.18725
127000,0,12.7403,-696.808,0.105431,0.18175
128000,0,12.4217,-697.094,0.472976,0.195
129000,0,11.8922,-695.468,0.402235,0.174
130000,0,11.2345,-695.845,0.663487,0.1766
131000,0,11.5215,-695.264,0.326548,0.151
132000,0,11.9741,-697.835,0.151892,0.1833
133000,0,12.2537,-694.489,0.132401,0.174
134000,0,11.928,-695.619,0.681168,0.191
135000,1,23.5246,-696.115,0.800175,0.219
136000,0,11.5417,-694.482,0.730938,0.222
137000,0,11.9586,-696.076,0.152063,0.172818
138000,0,11.5161,-694.566,0.60704,0.1665
139000,0,10.5125,-695.893,2.01094,0.179286
140000,0,10.9657,-697.738,1.21961,0.166
141000,0,12.4252,-695.687,0.355305,0.165
142000,0,12.5048,-695.807,0.252535,0.205
143000,0,12.5865,-695.192,0.0476091,0.180333
144000,0,11.2065,-695.684,0.629344,0.183333
145000,0,12.2588,-695.176,0.112641,0.1735
146000,0,11.8493,-697.202,0.634289,0.178294
147000,0,12.1952,-695.217,0.0541101,0.2
148000,0,12.0746,-694.961,0.276557,0.178
149000,0,11.4958,-695.1,1.01941,0.1675
150000,0,11.8942,-694.994,0.392982,0.1565
151000,0,12.5977,-696.717,0.0905261,0.186
152000,0,11.7095,-697.706,0.8503,0.167
153000,0,11.9025,-694.582,0.315396,0.157
154000,1,25.1423,-696.791,1.09037,0.22
155000,0,11.1339,-695.029,1.32978,0.193
156000,0,12.1248,-694.704,0.363601,0.19
157000,0,12.0468,-696.512,0.168947,0.188667
158000,0,11.8521,-695.328,0.797574,0.191
