generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,1,59,0,0.032,0,0.005,0
1000,1,59,0,0.195168,-0.00145682,0.1217,0
2000,1,59,0,0.105193,0.0047288,0.0634657,0
3000,1,59,0,0.0729238,0.0196208,0.0318024,0
3000,8,9,29.9091,0.384054,0.0195849,0.490579,0
4000,1,59,0,0.0734122,0.0179945,0.0190167,0
5000,1,59,0,0.118747,0.00227032,0.0383796,0
6000,1,59,0,0.087244,0.0144167,0.0724597,0
7000,1,59,0,0.0772085,0.0197991,0.0173584,0
8000,1,59,0,0.101133,0.0111607,0.0608513,0
9000,1,59,0,0.065875,0.0177539,0.063026,0
10000,1,59,0,0.102734,0.0133741,0.0847862,0
11000,1,59,0,0.130471,-0.00166046,0.0394359,0
12000,1,59,0,0.0645043,0.0261006,0.000698033,0
13000,1,59,0,0.0696298,0.0249711,0.0381876,0
13000,1,NA,51.8054,0.342253,-0.00497739,0.423264,0
14000,1,59,0,0.0783505,0.0275559,0.0720441,0
15000,1,59,0,0.053555,0.0517472,0.0291436,0
16000,1,59,0,0.0721996,0.025885,0.0254028,0
17000,1,59,0,0.219315,-0.0164546,0.0636507,0
18000,1,59,0,0.151783,-0.00380708,0.0570152,0
19000,1,59,0,0.110419,-0.00258955,0.0271733,0
20000,1,59,0,0.0906118,0.0208115,0.0867708,0
21000,1,59,0,0.0800563,0.033142,0.0607217,0
22000,1,59,0,0.0936436,0.012706,0.105182,0
23000,1,59,0,0.0558491,0.0413658,0.0260184,0
24000,1,59,0,0.0490465,0.0562169,0.0264949,0
25000,1,59,0,0.107567,-5.95151e-05,0.0612405,0
25000,83,NA,52.199,0.140221,0.0631531,0.114292,0
26000,1,59,0,0.117697,-0.00152904,0.0191381,0
27000,1,59,0,0.0495465,0.039901,0.00833777,0
27000,46,47,48.3905,0.578908,-0.0136389,0.13988,0
28000,1,59,0,0.0574853,0.0220968,0.00620626,0
29000,1,59,0,0.0598567,0.0222809,0.0479412,0
29000,11,30,15.0428,0.283259,-0.00969297,0.101059,0
29000,63,NA,50.5909,0.458686,-0.0221235,0.413101,0
30000,1,59,0,0.0798141,0.0077604,0.00116807,0
30000,30,31,49.977,0.0738222,-0.00998457,0.552757,0
31000,1,59,0,0.0846333,0.00254731,0.0111616,0
32000,1,59,0,0.129957,-0.00369449,0.0571255,0
33000,1,59,0,0.081983,0.0213517,0.0492757,0
34000,1,59,0,0.132574,-0.00347673,0.0500768,0
35000,1,59,0,0.118038,0.00530549,0.109242,0
36000,1,59,0,0.0661811,0.0159982,0.0109876,0
37000,1,59,0,0.0576603,0.0241555,0.0241592,0
38000,1,59,0,0.103583,0.0124868,0.0889022,0
39000,1,59,0,0.0983805,0.000174715,0.0248612,0
40000,1,59,0,0.14047,-0.00545922,0.0621426,0
40000,12,NA,50.1337,1.26865,-0.0328826,1.27706,0
41000,1,59,0,0.264811,-0.0137187,0.0899593,0
42000,1,59,0,0.255891,-0.0128923,0.0908459,0
43000,1,59,0,0.186619,-0.0112836,0.0178054,0
44000,1,59,0,0.176414,-0.00704232,0.0487205,0
45000,1,59,0,0.138594,-0.00675911,0.056847,0
46000,1,59,0,0.136649,-0.00195982,0.0507063,0
47000,1,59,0,0.0952304,0.0123543,0.0370638,0
48000,1,59,0,0.0679314,0.0148648,0.0485099,0
49000,1,59,0,0.127809,0.00711775,0.0681574,0
50000,1,59,0,0.0779131,0.00599693,0.00931441,0
51000,1,59,0,0.0953321,0.00322687,0.019316,0
52000,1,59,0,0.0713973,0.0201127,0.0226732,0
52000,72,NA,50.6943,0.305553,-0.0180983,0.16619,0
53000,1,59,0,0.0813957,0.00626186,0.0165535,0
