generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,7.12211,-448.516,1,0
1000,0,6.84416,-435.055,0.223267,0.181818
2000,0,6.7548,-434.6,0.158035,0.148
3000,0,6.44677,-434.712,0.469212,0.203
4000,0,6.24916,-435.547,0.788272,0.146
5000,0,5.94813,-435.544,1.02704,0.186
6000,0,6.00479,-435.986,1.11888,0.179137
7000,0,5.38187,-436.321,1.88969,0.177714
8000,0,5.95282,-435.199,0.990741,0.185102
9000,0,6.19378,-436.375,0.724729,0.160667
10000,0,7.25637,-437.491,0.252903,0.186
11000,0,7.01517,-436.475,0.561211,0.179667
12000,0,6.68518,-435.217,0.625644,0.178
13000,0,7.14697,-435.151,0.0353541,0.188
14000,0,6.18983,-436.1,1.37389,0.179889
15000,0,7.52895,-438.324,0.0700767,0.211
16000,0,6.84088,-435.135,0.373815,0.158
17000,0,6.38073,-435.238,0.726958,0.161
18000,0,4.99049,-435.046,2.048,0.172455
19000,0,6.68914,-436.009,0.774862,0.181
20000,0,5.78765,-438.015,0.177218,0.1565
21000,0,6.59568,-434.928,0.0627849,0.175375
22000,0,4.80906,-434.582,1.59394,0.181
23000,0,5.78157,-434.762,0.659,0.172
24000,0,5.64427,-436.02,0.613118,0.1765
25000,0,6.30128,-435.3,0.0207841,0.162
26000,0,6.81412,-437.441,0.268174,0.168
27000,0,6.18806,-434.985,0.890733,0.151333
28000,0,6.4859,-435.081,0.562523,0.176
29000,0,6.94339,-437.387,0.178587,0.17675
30000,0,6.95924,-435.076,0.194553,0.1805
31000,0,6.60238,-435.404,0.056175,0.1728
32000,0,4.6955,-436.122,1.16422,0.1565
33000,0,5.70826,-434.618,0.551603,0.168
34000,0,6.11679,-435.312,0.326123,0.165
35000,0,6.32184,-434.396,0.147438,0.1635
36000,0,6.90725,-435.121,0.00168376,0.158
37000,0,6.43018,-434.449,0.282327,0.164
38000,0,5.87736,-435.528,1.39657,0.175714
39000,0,6.49419,-436.854,0.220871,0.163
40000,0,5.45228,-437.184,0.990839,0.159
41000,0,6.86948,-436.421,0.611332,0.1695
42000,0,6.08434,-436.39,0.784784,0.172
43000,0,5.62769,-435.702,0.303126,0.164556
44000,0,6.58935,-434.856,0.329064,0.172
45000,0,4.76424,-435.362,1.13823,0.1525
46000,0,5.0676,-435.25,0.641037,0.161556
47000,0,4.78887,-435.962,0.637756,0.156
48000,0,5.84293,-434.983,0.168513,0.159333
49000,0,5.04976,-436.603,0.226954,0.162
50000,0,5.80335,-436.421,0.3732,0.151
51000,0,4.10245,-435.081,1.8317,0.164
52000,1,10.9312,-434.592,1.74747,0.21
53000,0,5.35781,-440.015,0.840616,0.171
