generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,1.99308,-368.544,1,0
1000,0,2.63349,-315.389,0.0850847,0.273726
2000,0,2.43935,-315.446,0.178123,0.296
3000,0,2.05722,-319.254,0.148541,0.27091
4000,0,2.79485,-315.626,0.0361231,0.35891
5000,0,2.55256,-315.333,0.139571,0.265667
6000,0,0.34936,-314.765,1.9527,0.283
7000,0,2.66314,-315.369,0.0955815,0.254
8000,0,2.37979,-316.332,0.186458,0.298
9000,0,2.40845,-317.203,0.418473,0.356
10000,0,2.0287,-316.373,0.57595,0.367
11000,0,2.31874,-314.42,0.0011853,0.274
12000,0,1.26538,-315.946,1.58426,0.346
13000,0,1.76489,-314.469,0.017904,0.248
14000,0,1.24992,-317.626,0.102982,0.224429
15000,0,1.24854,-314.218,0.869266,0.205167
16000,0,1.28481,-315.132,1.31215,0.2565
17000,0,1.34988,-315.542,0.34629,0.19275
18000,0,1.14056,-315.013,0.148693,0.18175
19000,0,1.76799,-315.388,0.521392,0.2535
20000,0,-2.6054,-316,3.92702,0.199333
21000,0,1.19549,-316.811,0.227764,0.191
22000,0,1.30408,-315.334,0.403859,0.188
23000,0,1.4849,-314.816,0.473324,0.18
24000,0,1.55097,-315.073,0.646384,0.176
25000,0,2.71992,-316.003,0.0600605,0.279
26000,0,1.78699,-315.361,0.758351,0.367
27000,0,2.17102,-316.518,0.358166,0.224
28000,0,1.82346,-314.971,0.538927,0.261
29000,0,2.19083,-314.768,0.0968028,0.246
30000,0,1.94309,-315.649,0.336018,0.282786
31000,0,1.80437,-315.014,0.809078,0.291667
32000,0,1.52827,-314.899,1.17385,0.331
33000,1,3.14464,-313.678,0.413198,0.365
34000,0,1.75687,-315.408,0.194406,0.305
35000,0,1.86877,-315.217,0.321037,0.257
36000,0,2.3064,-315.795,0.281452,0.3265
37000,0,2.66221,-317.188,0.220627,0.282474
38000,0,1.69147,-314.594,0.58438,0.241111
39000,0,1.79526,-314.683,0.611122,0.2445
40000,0,2.23966,-314.624,0.302215,0.299
41000,0,1.89028,-316.409,0.527543,0.22
42000,0,2.09896,-314.533,0.297306,0.208
43000,0,1.57437,-314.466,0.428811,0.20875
44000,0,1.81428,-314.874,0.034599,0.196
45000,1,2.82962,-316.466,0.329714,0.276778
46000,1,2.94277,-314.969,0.1787,0.295
47000,0,0.429935,-315.341,0.979158,0.235
48000,0,1.16228,-316.669,0.414442,0.201
49000,0,0.362086,-315.712,0.879732,0.164
50000,0,2.24321,-318.457,0.117778,0.2435
51000,0,0.50029,-314.83,1.48572,0.226769
52000,2,4.14317,-317.062,1.33917,0.3
53000,0,0.407388,-316.951,0.894332,0.244
54000,0,1.19519,-315.929,0.549682,0.194
55000,0,1.8361,-314.371,0.0693984,0.227
56000,0,1.27046,-314.754,0.911196,0.228
57000,0,1.52206,-315.021,0.82318,0.241
58000,0,1.1431,-314.382,1.03525,0.237
59000,0,0.737942,-315.136,0.748892,0.255444
60000,0,0.933613,-318.765,0.295559,0.216
61000,0,0.960888,-315.378,0.357131,0.206
62000,0,0.375549,-315.801,0.475068,0.25285
63000,0,1.88934,-315.433,0.419311,0.2786
64000,0,1.49947,-314.956,0.852884,0.239
65000,0,1.42849,-316.195,0.742276,0.20875
66000,0,2.40548,-314.434,0.053908,0.233
67000,0,2.47508,-314.924,0.168165,0.234
68000,0,2.62842,-315.211,0.0410427,0.252333
69000,0,0.898821,-314.62,1.62423,0.2285
70000,0,2.56398,-315.301,0.0326373,0.258778
71000,0,2.2959,-315.799,0.302243,0.259
72000,0,1.50151,-314.972,0.536048,0.235
73000,0,2.02219,-314.39,0.0647932,0.397
74000,0,1.684,-315.397,0.107382,0.201
75000,0,1.15574,-315.922,0.69076,0.186
76000,0,2.4506,-315.259,0.0359224,0.292429
77000,0,1.46395,-314.288,0.515017,0.208
78000,0,1.56107,-314.743,0.151907,0.2
79000,0,1.17041,-314.586,0.81963,0.176
80000,0,1.54944,-315.179,0.471823,0.254267
81000,0,2.0585,-315.736,0.307408,0.305769
82000,0,2.10933,-315.505,0.454581,0.302
83000,0,1.85302,-319.083,0.32395,0.264
84000,0,1.61869,-314.66,0.0323383,0.22
85000,0,2.20029,-315.253,0.117124,0.216
86000,0,2.52997,-315.175,0.123814,0.243
87000,1,3.59486,-323.153,0.79108,0.302
88000,0,1.20324,-315.344,0.0385645,0.33
89000,0,1.3505,-316.634,1.45052,0.344
90000,0,2.30092,-316.065,0.122942,0.2639
91000,0,0.820497,-315.663,0.622539,0.2975
92000,0,1.16334,-315.475,1.09897,0.323
93000,0,2.31976,-319.23,0.00531741,0.303
94000,0,1.77947,-314.777,0.840075,0.246
95000,0,2.06212,-316.165,0.224446,0.223
96000,0,2.55091,-316.851,0.0764197,0.294235
97000,0,0.593139,-315.575,0.045964,0.273
98000,0,-0.494953,-315.625,2.70333,0.324889
99000,0,2.19337,-315.711,0.580055,0.308556
100000,1,3.50398,-317.612,1.0881,0.305
101000,0,1.17263,-315.291,0.124535,0.209167
102000,0,0.897015,-314.511,0.660164,0.178
103000,0,1.40004,-314.722,0.453191,0.2
104000,0,1.52229,-314.491,0.458684,0.164
105000,0,2.16421,-314.605,0.331702,0.204
106000,0,1.5025,-314.302,0.592311,0.24525
107000,0,1.57855,-315.753,0.576528,0.3016
108000,0,1.67854,-314.508,0.376556,0.218
109000,0,1.71908,-316.371,0.312695,0.224
110000,0,0.625182,-314.627,1.21297,0.174
111000,0,1.30573,-315.089,0.720063,0.242667
112000,0,1.6677,-316.295,0.385089,0.2095
113000,0,1.82133,-314.242,0.210694,0.22
114000,0,1.55892,-314.685,0.0650208,0.183
115000,0,1.07113,-315.696,0.775572,0.184
116000,0,0.738768,-317.612,0.367093,0.269
117000,0,2.13168,-316.882,0.00743938,0.223
118000,0,2.30283,-314.989,0.0804391,0.234
