generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,220,1286,0,0.032,0,0.005,0
1000,220,1286,0,0.0756609,0.000489541,0.0825316,0
2000,220,1286,0,0.0957641,0.000798674,0.102693,0
3000,220,1286,0,0.0826703,0.000373593,0.0836571,0
4000,220,1286,0,0.0911891,0.00091395,0.10495,0
5000,220,1286,0,0.0934826,0.000740806,0.104947,0
6000,220,1286,0,0.0811099,0.000740806,0.0907096,0
7000,220,1286,0,0.0867164,0.000740806,0.0861045,0
8000,220,1286,0,0.0750906,0.00123035,0.0873413,0
9000,220,1286,0,0.0829274,0.00114637,0.0951287,0
10000,220,1286,0,0.0778066,0.00114637,0.0878095,0
11000,220,1286,0,0.0739392,0.00114637,0.0867812,0
12000,220,1286,0,0.070674,0.00114637,0.0825713,0
13000,220,1286,0,0.0808753,0.00120398,0.0872837,0
14000,220,1286,0,0.069334,0.00120398,0.0781161,0
15000,220,1286,0,0.0755851,0.00118552,0.0734835,0
16000,220,1286,0,0.059076,0.00606569,0.0970696,0
17000,220,1286,0,0.0712978,0.00272261,0.107347,0
18000,220,1286,0,0.107789,0.000698864,0.118899,0
19000,220,1286,0,0.110643,0.000496782,0.125132,0
20000,220,1286,0,0.107957,0.000496782,0.120562,0
21000,220,1286,0,0.0568128,0.0038386,0.0820928,0
22000,220,1286,0,0.045289,0.00612242,0.0746146,0
23000,220,1286,0,0.0965837,0.000496782,0.100705,0
24000,220,1286,0,0.10626,0.000412315,0.114447,0
25000,220,1286,0,0.112883,9.60243e-05,0.111502,0
26000,220,1286,0,0.088373,0.00082286,0.103374,0
27000,220,1286,0,0.0808336,0.000633475,0.0873917,0
28000,220,1286,0,0.0718734,0.000633475,0.0773589,0
29000,220,1286,0,0.0761956,0.00107189,0.0872728,0
30000,220,1286,0,0.0683202,0.00107189,0.081085,0
31000,220,1286,0,0.0841831,0.000170425,0.0863515,0
32000,220,1286,0,0.0858611,0.00016628,0.0833845,0
33000,220,1286,0,0.0915644,0.00016628,0.0864227,0
34000,220,1286,0,0.0638384,0.00106775,0.0806438,0
35000,220,1286,0,0.0787823,-0.000420094,0.0659724,0
