generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,23,637,0,0.032,0,0.005,0
1000,23,637,0,0.0073945,0,0.0074414,0
1000,209,217,4354.6,0.00134968,4.71544e-05,0.00113734,0
2000,23,637,0,0.00689334,0,0.00723947,0
2000,23,209,40.8286,0.000560822,4.71544e-05,0.000315283,0
2000,550,561,221.29,0.000417692,0.000231867,0.000373878,0
3000,23,637,0,0.00630573,0,0.00642628,0
3000,23,209,35.1267,0.000510189,4.71544e-05,0.000218372,0
4000,23,637,0,0.00640367,0,0.0063803,0
4000,23,209,40.4525,0.000390841,4.71544e-05,7.69227e-05,0
5000,23,637,0,0.00488622,0,0.00553095,0
5000,109,NA,7652.89,0.00260924,0.000135813,0.0103498,0
5000,133,134,7243.28,0.000754811,-0.000439536,0.000615573,0
5000,23,209,9.08164,0.000496281,4.71544e-05,0.000284741,0
6000,23,637,0,0.02732,0,0.0278556,0
6000,23,209,20.9879,0.00142047,-0.000152559,0.000404116,0
7000,23,637,0,0.000683051,0,0.000321732,0
8000,23,637,0,0.000520001,0,3.1443e-06,0
9000,23,637,0,0.000599106,0,0.000166836,0
9000,217,227,5835.9,0.00400327,-6.23487e-05,0.00291565,0
10000,23,637,0,0.000548796,0,0.000115839,0
11000,23,637,0,0.000625205,0,0.000169917,0
12000,23,637,0,0.000639567,0,0.000177257,0
12000,456,NA,6775.31,0.00247194,-0.000200411,0.00390489,0
12000,553,554,7236.7,0.00112684,-5.87727e-05,0.000767243,0
13000,23,637,0,0.000658004,0,0.00025179,0
14000,23,637,0,0.000512075,0,7.43092e-05,0
15000,23,637,0,0.000537533,0,0.000134117,0
15000,37,NA,7545.62,0.00122599,-0.000163014,0.00227096,0
16000,23,637,0,0.00129041,0,0.000682944,0
16000,23,209,43.0685,0.00251362,-0.000152559,0.00110143,0
16000,637,643,2693.95,0.00284694,-0.000113991,0.00252466,0
17000,23,637,0,0.000428464,0,6.77427e-05,0
17000,217,221,7261.75,0.00603585,0.000209764,0.000152619,0
17000,453,NA,6986.33,0.00101241,-0.000405845,0.00221073,0
18000,23,637,0,0.000470222,0,8.60346e-06,0
19000,23,637,0,0.000764406,0,0.00056524,0
20000,23,637,0,0.000671247,0,0.000235144,0
21000,23,637,0,0.000842962,0,0.000561054,0
22000,23,637,0,0.000528291,0,0.00013218,0
23000,23,637,0,0.000541565,1.20085e-05,4.97927e-05,0
24000,23,637,0,0.000563815,1.20085e-05,0.000159856,0
25000,23,637,0,0.000755204,0,0.000439811,0
26000,23,637,0,0.000567836,1.20085e-05,0.00031223,0
27000,23,637,0,0.000598571,1.20085e-05,0.000252918,0
27000,224,NA,7116.58,0.00137326,-0.000144471,0.000466368,0
28000,23,637,0,0.000623323,1.20085e-05,0.00032929,0
29000,23,637,0,0.000523401,1.20085e-05,0.000178309,0
30000,23,637,0,0.000538267,1.20085e-05,0.000161746,0
30000,637,643,3153.1,0.00279554,-0.000120106,0.00235804,0
31000,23,637,0,0.000443374,1.20085e-05,3.73058e-05,0
31000,217,221,7016.6,0.00492863,-0.000120106,0.00115546,0
31000,295,NA,7610.51,0.000540468,0.00013123,0.00179471,0
31000,247,NA,6960.12,0.000697798,5.65302e-05,0.00130211,0
31000,430,NA,7567.52,0.000982206,7.9756e-05,0.00129829,0
31000,439,442,6826.49,0.00120585,4.4333e-05,0.000232953,0
32000,23,637,0,0.00039611,1.20085e-05,9.52752e-05,0
32000,217,224,6769.44,0.00308298,-0.000120106,0.000407354,0
33000,23,637,0,0.000503299,1.20085e-05,0.000158543,0
33000,127,NA,7334.56,0.00480468,4.46445e-05,0.00813837,0
33000,643,NA,7557.36,0.000771873,0.000116098,0.0114574,0
34000,23,637,0,0.000638459,1.20085e-05,0.000321793,0
35000,23,637,0,0.000531672,1.20085e-05,0.000254085,0
36000,23,637,0,0.000562735,1.20085e-05,0.000144114,0
37000,23,637,0,0.000405949,1.20085e-05,6.68154e-05,0
38000,23,637,0,0.000605718,2.85112e-05,0.000178778,0
39000,23,637,0,0.000369875,2.85112e-05,3.26077e-05,0
40000,23,637,0,0.000431362,2.85112e-05,0.000189972,0
41000,23,637,0,0.000438538,2.85112e-05,4.89239e-05,0
42000,23,637,0,0.000542225,2.85112e-05,0.000272389,0
43000,23,637,0,0.000596681,2.85112e-05,0.000247207,0
43000,97,NA,5170.41,0.00283423,-7.23558e-05,0.00251947,0
44000,23,637,0,0.000487576,2.85112e-05,8.01591e-05,0
44000,280,281,7464.53,0.00219766,0.000215583,0.00383649,0
45000,23,637,0,0.000444559,2.85112e-05,9.07147e-06,0
45000,217,221,7285.89,0.00280127,0.000140214,8.1562e-05,0
46000,23,637,0,0.00042338,7.53154e-05,0.000180412,0
47000,23,637,0,0.000336591,7.53154e-05,8.24682e-05,0
48000,23,637,0,0.000359941,7.53154e-05,0.000117228,0
49000,23,637,0,0.000374537,7.53154e-05,0.000125995,0
49000,268,NA,7562.15,0.00117652,2.64283e-05,0.000220686,0
50000,23,637,0,0.000360073,9.41536e-05,0.000189728,0
51000,23,637,0,0.000508999,9.41536e-05,0.000386792,0
51000,561,NA,6724.62,0.000732414,-0.000107414,0.00273533,0
52000,23,637,0,0.000470256,9.41536e-05,0.00025651,0
53000,23,637,0,0.00044739,4.48104e-05,0.000103288,0
54000,23,637,0,0.000409936,9.41536e-05,0.000153606,0
55000,23,637,0,0.000439884,4.48104e-05,0.000139399,0
56000,23,637,0,0.000375394,9.41536e-05,0.000124252,0
57000,23,637,0,0.000360395,9.41536e-05,6.55077e-05,0
57000,217,221,7235.64,0.00459116,0.00024824,0.00180939,0
57000,246,NA,7531.85,3.08477e-05,-2.07638e-05,4.9077e-05,0
58000,23,637,0,0.000482961,6.69344e-05,0.000234328,0
59000,23,637,0,0.000396123,6.69344e-05,0.000183525,0
60000,23,637,0,0.000490417,6.69344e-05,0.000122096,0
60000,224,NA,7008.54,0.00102354,-7.88192e-05,0.00134252,0
61000,23,637,0,0.000350798,9.41536e-05,8.82511e-05,0
62000,23,637,0,0.000326444,9.41536e-05,1.40007e-05,0
63000,23,637,0,0.000540939,9.41536e-05,0.000331176,0
64000,23,637,0,0.000328085,9.41536e-05,4.94676e-05,0
65000,23,637,0,0.00038516,6.69344e-05,0.000104372,0
66000,23,637,0,0.000450463,6.69344e-05,0.000228733,0
67000,23,637,0,0.000482492,1.75912e-05,0.000140278,0
68000,23,637,0,0.000492947,1.75912e-05,0.000308513,0
69000,23,637,0,0.000681734,1.75912e-05,0.000373866,0
70000,23,637,0,0.000428441,1.75912e-05,7.77517e-05,0
71000,23,637,0,0.000439083,1.75912e-05,1.29051e-05,0
72000,23,637,0,0.000483031,1.75912e-05,0.000136859,0
72000,35,NA,5928.33,0.000408595,3.86654e-05,0.00130826,0
73000,23,637,0,0.000660483,1.75912e-05,0.000351634,0
74000,23,637,0,0.000489077,1.75912e-05,5.38033e-05,0
75000,23,637,0,0.000622313,1.75912e-05,0.000272607,0
76000,23,637,0,0.00063956,1.75912e-05,0.000426356,0
77000,23,637,0,0.000359139,4.84766e-05,7.56464e-05,0
78000,23,637,0,0.000381298,4.84766e-05,2.80768e-05,0
78000,211,NA,7444.18,0.00027537,-0.000247818,8.92016e-05,0
79000,23,637,0,0.000437624,4.84766e-05,0.000161647,0
80000,23,637,0,0.000482083,4.84766e-05,0.000169992,0
81000,23,637,0,0.000283201,9.78198e-05,3.42696e-05,0
82000,23,637,0,0.000351373,9.78198e-05,4.94677e-05,0
83000,23,637,0,0.000363063,0.000125039,6.76248e-05,0
84000,23,637,0,0.000289609,0.000125039,9.98024e-05,0
85000,23,637,0,0.000355272,4.84766e-05,3.74627e-05,0
86000,23,637,0,0.00036627,4.84766e-05,3.70432e-05,0
87000,23,637,0,0.000369142,4.84766e-05,0.00012598,0
88000,23,637,0,0.00051883,4.84766e-05,0.000289109,0
89000,23,637,0,0.000437307,4.84766e-05,0.000191771,0
90000,23,637,0,0.000447212,4.84766e-05,8.92701e-05,0
91000,23,637,0,0.000510345,4.84766e-05,0.000278715,0
92000,23,637,0,0.000442532,4.84766e-05,8.13706e-05,0
93000,23,637,0,0.000286914,0.000195676,0.000113455,0
94000,23,637,0,0.000409516,4.84766e-05,0.000107397,0
95000,23,637,0,0.000435445,4.84766e-05,0.000126099,0
96000,23,637,0,0.000427579,4.84766e-05,9.48122e-05,0
97000,23,637,0,0.00048745,4.84766e-05,0.000206378,0
98000,23,637,0,0.000371779,3.91903e-05,3.06385e-05,0
99000,23,637,0,0.000329155,0.000213609,0.000145702,0
100000,23,637,0,0.000231972,0.000256359,7.73904e-05,0
101000,23,637,0,0.000358829,0.000256359,0.000323458,0
102000,23,637,0,0.000282444,0.000256359,1.22719e-05,0
103000,23,637,0,0.000325852,0.000283578,0.000238959,0
104000,23,637,0,0.000263794,0.000283578,1.43509e-05,0
105000,23,637,0,0.0003914,0.00020165,0.000412538,0
106000,23,637,0,0.000403623,0.00020165,0.000172421,0
107000,23,637,0,0.000408672,5.44508e-05,3.26407e-05,0
108000,23,637,0,0.000434506,5.44508e-05,0.000173388,0
109000,23,637,0,0.000290447,0.000228869,0.000100613,0
110000,23,637,0,0.00028235,0.00020165,2.52065e-05,0
111000,23,637,0,0.000287688,0.000228869,4.34503e-05,0
112000,23,637,0,0.000444624,5.44508e-05,3.14806e-05,0
113000,23,637,0,0.000369492,5.44508e-05,1.17236e-05,0
114000,23,637,0,0.000314602,0.00020165,9.24006e-05,0
115000,23,637,0,0.000345736,0.00020165,0.000251655,0
116000,23,637,0,0.000281142,0.00020165,1.05413e-05,0
117000,23,637,0,0.000356838,0.00020165,0.000265055,0
118000,23,637,0,0.000379182,0.00019709,0.000370521,0
119000,23,637,0,0.000382962,0.00019709,0.00014081,0
119000,283,293,4708.65,0.000478071,1.30263e-05,0.000214337,0
120000,23,637,0,0.000327378,0.000183324,0.000218771,0
121000,23,637,0,0.000278274,0.000183324,2.89799e-05,0
122000,23,637,0,0.000433345,0.000183324,0.00035811,0
123000,23,637,0,0.00031259,0.000210543,4.49565e-05,0
124000,23,637,0,0.000277542,0.000210543,1.73609e-05,0
125000,23,637,0,0.00029287,0.000178764,7.83382e-06,0
126000,23,637,0,0.000294632,0.000178764,3.78292e-05,0
126000,439,442,6727.36,0.00272023,-0.000200802,0.000924162,0
127000,23,637,0,0.000350149,0.000210543,0.000133827,0
127000,23,31,3416.71,0.00255771,-0.000208773,0.00110528,0
128000,23,637,0,0.000314317,0.000210543,6.28829e-05,0
128000,561,NA,3805.17,0.000335451,-0.000189721,0.000625913,0
129000,23,637,0,0.000386471,0.000183324,0.000271912,0
130000,23,637,0,0.000301526,0.000183324,5.02645e-05,0
131000,23,637,0,0.00023695,0.000183324,7.43021e-05,0
132000,23,637,0,0.000276035,0.000183324,5.93573e-05,0
133000,23,637,0,0.000299842,0.000183324,5.54292e-05,0
134000,23,637,0,0.000328225,0.000183324,0.000117941,0
135000,23,637,0,0.000322281,0.000183324,0.000108227,0
136000,23,637,0,0.000355119,0.000183324,0.000298983,0
137000,23,637,0,0.000274277,0.000360191,7.78768e-05,0
138000,23,637,0,0.000350749,0.000183324,0.00012782,0
139000,23,637,0,0.000289561,0.000198925,2.36003e-05,0
140000,23,637,0,0.000311115,0.00014269,8.84724e-05,0
141000,23,637,0,0.000313837,0.000158291,7.88327e-05,0
142000,23,637,0,0.000277771,0.000198925,5.30082e-05,0
143000,23,637,0,0.000479115,0.000270509,0.000509745,0
144000,23,637,0,0.000265545,0.000270509,3.95559e-05,0
145000,23,637,0,0.000226915,0.000270509,5.57141e-05,0
146000,23,637,0,0.000279247,0.000270509,0.000163747,0
147000,23,637,0,0.000291788,0.000270509,0.000172539,0
148000,23,637,0,0.000310266,0.000236353,0.000198378,0
149000,23,637,0,0.000266981,0.000309669,8.95356e-05,0
150000,23,637,0,0.000287743,0.000270509,4.03518e-05,0
151000,23,637,0,0.000318204,0.000229213,0.000175486,0
152000,23,637,0,0.000327783,0.000142423,0.000116208,0
153000,23,637,0,0.000379456,0.000142423,0.000171078,0
154000,23,637,0,0.000322314,0.000142423,5.84211e-06,0
154000,217,221,7026.91,0.00352498,-0.0002664,0.00230969,0
154000,456,NA,7656.78,0.00725505,-6.20086e-05,0.00256635,0
155000,23,637,0,0.000305379,0.000142423,5.07224e-07,0
155000,35,NA,5964.24,0.000530793,-0.000393947,0.000176555,0
155000,217,222,6963.87,0.00427489,-7.05959e-05,0.000319527,0
156000,23,637,0,0.000354464,0.000181583,8.07345e-05,0
157000,23,637,0,0.000334641,0.000181583,1.12661e-05,0
157000,217,221,7354.43,0.00498292,-0.0002664,0.002713,0
157000,456,NA,7469.2,0.00288565,-6.20086e-05,0.00597065,0
158000,23,637,0,0.000291539,0.000181583,2.54752e-07,0
158000,445,446,7347.08,0.000941684,-0.000393947,0.000138647,0
158000,217,222,7007.12,0.00317338,-7.05959e-05,0.000292663,0
159000,23,637,0,0.000391839,0.000181583,0.000194231,0
160000,23,637,0,0.000383007,0.000108267,0.000108006,0
161000,23,637,0,0.00037252,0.000108267,0.000114194,0
162000,23,637,0,0.000325737,0.000145187,0.00017872,0
163000,23,637,0,0.000434652,0.000145187,0.000263794,0
164000,23,637,0,0.000368355,0.000108267,0.000101354,0
165000,23,637,0,0.000297677,0.000111031,6.08823e-05,0
166000,23,637,0,0.000393155,7.97171e-05,9.91878e-06,0
167000,23,637,0,0.000323449,0.000100587,1.24951e-05,0
168000,23,637,0,0.000369566,0.000100587,1.75122e-05,0
169000,23,637,0,0.000418501,7.97171e-05,6.78095e-05,0
170000,23,637,0,0.000329153,7.97171e-05,4.16069e-05,0
171000,23,637,0,0.000559617,7.97171e-05,0.000435154,0
172000,23,637,0,0.000373646,7.97171e-05,0.000238551,0
173000,23,637,0,0.000312565,0.000111031,0.000106454,0
174000,23,637,0,0.000357968,0.000100587,1.96339e-05,0
175000,23,637,0,0.000405836,0.000100587,0.000166542,0
175000,480,NA,6230.6,0.00295313,-5.16715e-05,0.000732427,0
176000,23,637,0,0.00033455,9.61163e-05,1.81732e-05,0
177000,23,637,0,0.000337693,9.61163e-05,0.000165933,0
178000,23,637,0,0.000379783,9.61163e-05,5.98448e-05,0
179000,23,637,0,0.000427002,0.000135276,0.00031152,0
180000,23,637,0,0.000339473,0.000135276,3.50175e-05,0
181000,23,637,0,0.000325054,0.000135276,1.67241e-05,0
182000,23,637,0,0.000348983,0.000135276,0.000137052,0
183000,23,637,0,0.000307775,0.00014572,0.000128243,0
184000,23,637,0,0.000369663,0.00014572,9.01767e-05,0
185000,23,637,0,0.000388027,7.97171e-05,0.000107123,0
186000,23,637,0,0.000496382,7.16729e-05,0.000136808,0
187000,23,637,0,0.000533093,7.16729e-05,0.000188442,0
187000,37,NA,7235.12,0.00321426,7.56033e-05,0.00936566,0
188000,23,637,0,0.000346502,7.16729e-05,7.75509e-05,0
189000,23,637,0,0.00042291,7.16729e-05,0.000172189,0
190000,23,637,0,0.000369001,7.16729e-05,0.000141486,0
191000,23,637,0,0.000467543,7.16729e-05,0.000182074,0
192000,23,637,0,0.000382005,7.16729e-05,0.000145094,0
192000,217,221,7058.12,0.00361806,6.06855e-06,0.00222085,0
193000,23,637,0,0.000357611,7.16729e-05,2.60498e-05,0
194000,23,637,0,0.000366003,7.16729e-05,5.55932e-05,0
195000,23,637,0,0.000352458,7.16729e-05,9.28031e-05,0
196000,23,637,0,0.000564748,7.16729e-05,0.000285312,0
