generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,2.84093,-372.229,1,0
1000,0,2.82063,-330.172,0.271193,0.318681
2000,0,3.05309,-327.817,0.413473,0.229
3000,1,3.45133,-327.502,1.0242,0.312
4000,0,2.85044,-326.834,0.509696,0.344
5000,0,2.64264,-327.753,0.872392,0.370926
6000,0,3.25467,-328.6,0.0451157,0.3455
7000,0,2.2526,-327.635,1.03172,0.331
8000,0,3.26741,-327.915,0.11191,0.324
9000,0,2.75655,-332.252,0.51509,0.276
10000,0,2.9825,-328.716,0.27284,0.324
11000,0,2.87229,-327.286,0.611091,0.312244
12000,0,2.96617,-327.124,0.0991815,0.286
13000,1,3.58672,-328.294,1.29535,0.34
14000,0,2.39218,-328.196,0.365536,0.334
15000,0,0.45743,-327.267,0.508802,0.271
16000,0,2.61675,-327.091,0.373651,0.281
17000,0,2.52483,-330.598,0.381321,0.309059
18000,0,3.26927,-327.454,0.0982531,0.245
19000,0,3.3304,-327.837,0.235167,0.3095
20000,0,2.76067,-328.908,0.26035,0.474
21000,0,2.05133,-327.819,0.383493,0.261
22000,0,2.59411,-332.591,0.648974,0.318
23000,0,1.44725,-327.011,0.514903,0.303
24000,0,0.248004,-328.177,0.241256,0.331
25000,1,1.90842,-329.616,0.741182,0.338333
26000,0,2.22621,-327.344,1.34587,0.286
27000,1,3.64606,-324.196,0.332586,0.408
28000,0,2.32268,-326.979,0.945075,0.369
29000,2,5.318,-331.135,1.7509,0.354
30000,1,4.85354,-328.184,0.973044,0.416
31000,0,3.43457,-327.4,0.242777,0.320154
32000,0,3.01733,-328.427,0.409023,0.297
33000,0,2.19344,-327.411,0.92727,0.27
34000,0,2.95156,-327.601,0.488221,0.35775
35000,0,2.9028,-331.16,0.401368,0.312
36000,0,3.37797,-326.758,0.092646,0.309333
37000,0,2.4835,-327.861,0.637984,0.322519
38000,0,3.13991,-328.939,0.125762,0.292
39000,0,3.51408,-327.525,0.0966486,0.352
40000,1,-1.14345,-332.826,0.545779,0.36775
41000,0,2.31709,-329.007,0.482282,0.325882
42000,0,1.86901,-328.84,0.974418,0.229
43000,0,2.0963,-329.562,1.16691,0.32725
44000,0,2.34519,-328.084,0.942656,0.255
45000,0,2.18522,-329.73,1.18589,0.255667
46000,0,3.21746,-327.304,0.218241,0.2645
47000,0,3.35986,-328.184,0.0698404,0.295667
48000,0,3.33691,-329.853,0.064857,0.364
49000,0,2.57145,-330.213,0.793141,0.30725
50000,0,3.49522,-327.052,0.174689,0.278
51000,0,3.59949,-326.934,0.0235009,0.324
52000,1,4.98161,-328.103,0.635105,0.332
53000,2,4.98795,-324.882,3.67931,0.543
54000,0,3.15886,-328.017,0.251881,0.389
55000,0,3.35112,-327.583,0.299819,0.287
56000,0,2.26379,-328.454,1.07939,0.302938
57000,0,3.30642,-327.064,0.241566,0.287
58000,1,2.55344,-328.321,1.96274,0.2975
59000,0,1.90683,-328.68,1.0723,0.25
60000,0,1.75268,-328.678,1.13261,0.253
61000,0,2.26388,-328.525,0.727217,0.253
62000,0,2.32087,-330.339,0.313129,0.219
63000,0,2.4313,-328.281,0.827927,0.327667
64000,0,2.52102,-328.916,0.60661,0.26
65000,0,2.95328,-327.794,0.391322,0.296
66000,0,3.20865,-327.619,0.138407,0.323
67000,0,3.05304,-328.412,0.25449,0.314
68000,0,2.15589,-330.729,0.371717,0.288167
69000,0,2.346,-330.326,0.41965,0.197
70000,0,2.24889,-328.675,0.711174,0.192
71000,0,3.18125,-328.158,0.155387,0.26
72000,1,4.19815,-332.721,1.63732,0.302923
73000,0,3.37819,-328.381,0.206685,0.302333
74000,0,3.00871,-327.963,0.419422,0.275333
75000,0,2.9455,-328.043,0.173938,0.295111
76000,0,2.55195,-329.092,0.343106,0.309
77000,0,1.81214,-327.89,0.365576,0.382
78000,0,2.72085,-328.413,0.734858,0.346
79000,0,1.65529,-327.223,0.668559,0.314
80000,0,2.48277,-326.834,1.09131,0.359857
81000,0,2.89897,-328.769,0.508715,0.274
82000,0,2.01759,-326.852,1.57047,0.3
83000,0,2.97536,-329.158,0.28369,0.320875
84000,0,2.51506,-328.084,0.378879,0.318
85000,0,2.17874,-328.573,1.19358,0.286
86000,0,2.67858,-328.746,0.922541,0.313286
87000,1,5.94583,-328.22,0.799911,0.317
88000,0,2.8776,-327.304,0.124736,0.32
89000,0,2.28878,-326.684,0.116839,0.3165
90000,0,3.0068,-327.206,0.0614308,0.42
91000,0,3.01966,-327.891,0.324964,0.329211
92000,0,2.63141,-327.748,0.763851,0.225
93000,1,3.99174,-329.228,1.69666,0.321667
94000,0,1.4412,-326.719,1.21594,0.339
95000,0,3.47876,-327.264,0.214835,0.408
96000,0,3.12207,-326.844,0.30205,0.336
97000,0,3.01034,-327.442,0.0577401,0.323
98000,1,4.02648,-328.039,0.696828,0.364
99000,1,2.41664,-327.864,2.09046,0.469
100000,1,5.58431,-327.391,1.34221,0.387
101000,0,3.36391,-326.949,0.158178,0.327
102000,1,4.08796,-330.277,0.651096,0.3348
103000,0,3.03357,-328.927,0.417545,0.387
104000,0,2.3032,-326.679,0.377877,0.324
105000,0,2.5038,-327.322,0.724558,0.3215
106000,0,2.65719,-326.938,0.314517,0.303
107000,0,3.31531,-327.162,0.329465,0.289
108000,0,1.29033,-327.179,2.30108,0.369429
109000,0,2.68009,-328.757,0.649765,0.338
110000,0,2.69685,-327.735,0.652143,0.307333
111000,0,1.74578,-332.494,0.756748,0.299
112000,0,2.62399,-329.564,0.0173841,0.223
113000,0,2.82635,-329.7,0.132503,0.221
114000,0,2.03943,-329.577,1.47726,0.319769
115000,1,6.85185,-327.419,0.156503,0.354
116000,2,4.97172,-329.587,1.43211,0.421
117000,1,3.00178,-324.821,1.36288,0.369
118000,0,2.87923,-326.952,0.657664,0.375
119000,0,1.64408,-327.255,0.475527,0.3241
120000,0,3.48997,-328.298,0.0211876,0.39025
121000,1,4.75299,-325.5,0.237203,0.34
122000,0,3.08267,-328.663,0.289844,0.382
123000,0,3.17968,-327.565,0.260875,0.3268
124000,0,2.94525,-327.47,0.477868,0.33
125000,0,2.99607,-327.243,0.642466,0.274
126000,0,2.85813,-327.818,0.569846,0.323
127000,0,0.933048,-327.156,0.0239438,0.321
128000,0,2.61805,-328.59,0.48604,0.292
129000,2,4.65221,-329.435,3.37944,0.3279
130000,0,1.91019,-329.499,0.773272,0.3035
131000,0,0.901651,-333.251,1.39869,0.258
132000,0,3.1883,-328.086,0.133969,0.23
133000,0,2.73957,-329.028,0.0829123,0.258
134000,0,3.25155,-328.274,0.0540279,0.328875
135000,0,3.49347,-327.657,0.0633635,0.352833
136000,1,1.48234,-329.514,0.673982,0.354
137000,0,3.21952,-328.088,0.362149,0.3382
138000,0,1.73951,-328.721,1.1493,0.287
139000,0,2.5562,-327.03,0.993066,0.355333
140000,0,0.898412,-326.911,2.20276,0.33
141000,0,2.42182,-326.626,0.535666,0.328
142000,1,2.44422,-327.47,1.08999,0.356
143000,0,2.55676,-329.75,0.690644,0.321
144000,0,3.02395,-328.18,0.134855,0.278
145000,0,1.60101,-327.841,1.85203,0.28
146000,0,3.22054,-329.347,0.168078,0.35
147000,0,2.73361,-328.121,0.520243,0.275
148000,0,2.70415,-328.28,0.703729,0.258
149000,0,2.79818,-329.54,0.266207,0.348429
150000,0,2.90733,-328.009,0.393115,0.340778
151000,0,2.34999,-330.157,0.87219,0.317389
152000,0,2.38736,-328.757,0.83689,0.257
153000,0,2.8443,-329.02,0.190888,0.2986
154000,0,2.18425,-334.582,0.0899508,0.308333
155000,1,5.21612,-327.44,1.18034,0.28
156000,2,6.55765,-326.325,1.49759,0.492
157000,0,2.69095,-331.421,0.476886,0.317714
158000,0,2.49755,-327.818,0.850305,0.2926
159000,0,2.98632,-327.486,0.514688,0.254333
160000,0,1.81686,-326.794,0.356915,0.282333
161000,0,3.14735,-328.221,0.138236,0.286
162000,0,3.4338,-328.133,0.0603237,0.264
163000,0,2.5585,-327.239,0.206243,0.299
164000,0,2.27282,-328.6,0.70802,0.2774
165000,0,3.54595,-328.04,0.15211,0.295857
166000,1,1.75853,-328.475,0.636345,0.300357
167000,1,0.7293,-331.765,2.09227,0.35625
168000,0,2.2184,-327.6,1.19701,0.3945
169000,0,2.46952,-327.597,0.342658,0.247
170000,0,2.50896,-327.69,0.401256,0.325
171000,0,2.64587,-327.651,0.923706,0.303
172000,1,3.89844,-329.123,2.08255,0.348
173000,0,2.26947,-327.23,1.38529,0.315778
174000,0,2.1949,-332.651,1.11653,0.306
175000,0,2.81729,-327.472,0.567718,0.324
176000,0,2.38729,-326.797,0.0684921,0.296
177000,0,0.559837,-327.875,2.95191,0.3766
178000,0,2.77019,-327.25,0.751144,0.264
179000,0,2.70756,-326.996,0.863255,0.2832
180000,0,3.24307,-328.668,0.192905,0.31
181000,0,3.21189,-327.996,0.00482928,0.3024
182000,0,2.85433,-327.218,0.794739,0.29
183000,0,3.4633,-327.321,0.199207,0.309
184000,0,1.79867,-326.892,1.65512,0.302167
185000,0,0.774412,-330.319,0.105109,0.3325
186000,0,1.63674,-328.195,0.0630844,0.327
187000,0,3.21553,-327.72,0.0302596,0.289667
188000,0,2.91173,-327.526,0.278202,0.314348
189000,0,2.95615,-327.055,0.374793,0.31
190000,0,2.10269,-330.436,0.591467,0.265
191000,1,5.84935,-325.85,1.16234,0.341
192000,0,2.56981,-328.456,0.464069,0.29
193000,0,3.03735,-328.403,0.355559,0.313143
194000,0,2.99068,-328.341,0.12447,0.258
195000,0,3.01702,-327.413,0.417768,0.289769
196000,0,2.04139,-329.217,0.80925,0.24225
197000,0,1.36993,-328.17,0.64098,0.296333
198000,0,3.56109,-327.562,0.136159,0.389
199000,0,2.85493,-330.104,0.582711,0.3445
200000,0,3.10119,-327.806,0.474871,0.256
201000,0,3.04855,-328.422,0.0564585,0.244
202000,0,2.49363,-329.254,0.342605,0.223
203000,0,2.52237,-327.669,0.906316,0.3206
204000,1,6.37906,-330.311,0.15713,0.373
205000,1,6.04683,-327.312,0.22588,0.291
206000,0,2.74853,-330.486,0.0280507,0.24575
207000,0,3.01706,-329.36,0.00250451,0.246
208000,1,4.16644,-326.997,0.546526,0.316
209000,0,2.66412,-327.576,0.703237,0.2997
210000,0,3.14463,-327.726,0.205015,0.244333
211000,0,3.1976,-327.425,0.330067,0.281
212000,0,2.75874,-328.18,0.906199,0.27
213000,0,3.20516,-330.855,0.407046,0.267
214000,0,3.12173,-327.769,0.114077,0.306167
215000,0,1.06944,-328.304,0.88845,0.332
216000,0,2.78182,-326.737,0.590695,0.294
217000,0,3.09061,-328.052,0.457434,0.306
218000,1,5.92205,-328.33,0.038377,0.412
