generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,2.24975,-375.633,1,0
1000,0,2.01314,-337.789,0.861266,0.315684
2000,2,1.86095,-338.935,1.52177,0.286
3000,0,1.94301,-336.361,1.10166,0.340667
4000,0,2.65943,-337.865,0.305943,0.336
5000,0,2.73753,-336.53,0.0694348,0.304
6000,0,2.12797,-337.312,0.344487,0.28
7000,0,0.83882,-338.42,0.674271,0.258
8000,0,0.484544,-339.552,0.499176,0.212
9000,0,2.11969,-337.088,0.304865,0.216
10000,0,2.47163,-336.593,0.122515,0.282
11000,0,2.0459,-336.404,0.505678,0.257
12000,0,2.09955,-336.706,0.635156,0.31839
13000,0,1.62097,-337.159,0.4967,0.251
14000,0,2.17094,-336.411,0.429621,0.28275
15000,0,2.36245,-336.671,0.439579,0.313246
16000,0,2.402,-337.312,0.114721,0.271333
17000,0,1.09847,-338.408,0.831382,0.2535
18000,0,3.03099,-337.489,0.102871,0.28
19000,0,2.6767,-337.352,0.428822,0.346
20000,0,1.54733,-337.892,1.54881,0.304
21000,0,2.82927,-337.444,0.101314,0.321
22000,0,1.6977,-337.878,1.07064,0.357
23000,0,2.55632,-336.461,0.19284,0.339667
24000,0,2.639,-336.25,0.110427,0.289462
25000,1,4.26658,-339.364,0.660617,0.433
26000,0,2.83126,-337.424,0.0305447,0.325667
27000,0,2.55514,-338.017,0.465552,0.303
28000,0,2.3484,-337.939,0.198522,0.316
29000,0,2.19393,-337.029,0.892605,0.348714
30000,1,-3.56514,-339.915,0.749595,0.361
31000,0,3.06648,-337.211,0.0257713,0.344
32000,0,1.64809,-336.418,1.04687,0.355143
33000,0,2.83776,-336.699,0.0472986,0.33
34000,0,2.06568,-337.889,1.09384,0.3885
35000,0,2.88704,-337.558,0.0618373,0.298
36000,0,1.84623,-337.286,0.676907,0.282857
37000,0,1.56445,-338.377,1.01098,0.271
38000,0,1.99087,-337.968,0.0397592,0.286714
39000,0,1.19059,-338.465,0.255144,0.215
40000,0,2.39891,-340.038,0.589861,0.301
41000,0,1.75396,-338.452,0.0750852,0.2475
42000,0,1.558,-338.474,0.185244,0.227
43000,1,2.13117,-337.77,2.34747,0.30675
44000,0,2.17752,-336.354,0.692663,0.345
45000,0,1.30778,-336.145,1.69942,0.369
46000,0,1.94514,-336.661,0.560927,0.293
47000,0,2.31416,-336.187,0.62715,0.3228
48000,0,2.25491,-336.932,0.0422584,0.314
49000,0,2.38601,-338.043,0.559633,0.262
