generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,2.38039,-366.614,1,1
1000,0,2.56931,-300.698,0.141987,0.228
2000,0,2.36802,-299.434,0.550261,0.246377
3000,1,2.09044,-301.16,1.63763,0.2785
4000,0,1.88375,-299.35,0.592636,0.276931
5000,0,2.18799,-299.501,0.656228,0.253
6000,0,1.4701,-298.922,0.0613445,0.296
7000,0,2.65872,-298.99,0.0416541,0.286388
8000,0,2.38835,-299.787,0.618974,0.2956
9000,0,1.55051,-300.352,1.42391,0.293333
10000,0,1.53864,-300.004,1.09892,0.303
11000,0,2.38902,-299.003,0.419471,0.313
12000,0,2.6987,-300.087,0.344514,0.254
13000,0,2.45213,-300.634,0.115487,0.261
14000,1,3.23347,-300.349,1.27184,0.301286
15000,0,2.29667,-299.126,0.200547,0.288
16000,0,2.28051,-300.787,0.575128,0.265
17000,0,-0.00910149,-299.693,1.56554,0.265
18000,0,2.86326,-299.935,0.309345,0.287
19000,1,4.65333,-299.688,1.15927,0.308167
20000,2,6.83784,-299.123,1.18035,0.361
21000,0,-0.138679,-298.908,0.118768,0.333667
22000,0,2.96373,-299.898,0.0648349,0.321
23000,0,2.58207,-299.032,0.373209,0.268
24000,0,2.52973,-299.596,0.157107,0.269
25000,0,2.31826,-301.493,0.0309457,0.293875
26000,0,1.61101,-302.314,0.358072,0.206
27000,0,0.718683,-299.823,0.784718,0.286364
28000,0,2.21771,-302.633,0.42682,0.299
29000,0,2.62008,-299.55,0.295194,0.251
30000,0,-4.07347,-299.445,0.36653,0.2385
31000,0,2.03842,-300.709,1.16965,0.313455
32000,0,2.01592,-299.45,0.834004,0.296333
33000,0,2.44084,-299.563,0.381186,0.306
34000,0,1.65425,-299.92,0.304739,0.295
35000,0,-0.231767,-299.402,0.920144,0.271
36000,0,2.58465,-301.395,0.193128,0.294
37000,0,2.9851,-299.46,0.0315822,0.30725
38000,0,1.04787,-299.405,1.86738,0.283
39000,0,2.85381,-299.448,0.125102,0.387
40000,1,1.31917,-300.712,1.95615,0.294444
41000,0,2.61122,-299.14,0.0638209,0.3118
42000,0,3.00337,-300.384,0.0500326,0.259
43000,0,2.60164,-301.117,0.191818,0.285
44000,1,2.3591,-301.578,0.464865,0.302
45000,0,2.35071,-298.928,0.0437965,0.285333
46000,0,1.47135,-299.933,0.693127,0.3075
47000,0,2.89591,-299.257,0.0300372,0.3255
48000,0,2.54628,-299.704,0.44331,0.2776
49000,0,0.205274,-300.411,2.10052,0.289353
50000,0,2.13464,-299.941,0.560167,0.298
51000,0,2.74838,-300.909,0.308193,0.205
52000,0,1.85282,-300.979,0.83547,0.307
53000,0,0.848979,-299.004,1.00116,0.299
54000,0,1.64462,-300.183,1.2348,0.2425
55000,0,1.13872,-302.146,1.54713,0.2975
56000,0,1.28029,-299.526,1.06048,0.2752
57000,0,2.75946,-299.604,0.208413,0.221
58000,0,0.677315,-299.226,0.0630631,0.256
59000,0,2.60502,-298.932,0.0414708,0.363
60000,0,1.14129,-299.449,1.89632,0.301
61000,1,1.66314,-299.161,0.970779,0.310667
62000,0,0.69939,-301.706,2.17321,0.307
63000,0,2.46905,-298.822,0.101012,0.33
64000,0,2.72279,-300.051,0.0495394,0.238
65000,0,2.61886,-299.476,0.0181223,0.3065
66000,0,2.95439,-298.968,0.0182901,0.356
67000,0,2.56392,-301.709,0.359379,0.236
68000,1,1.58642,-299.887,1.93958,0.247
69000,0,1.81185,-299.712,1.32166,0.304556
70000,0,2.76166,-301.353,0.232969,0.286
71000,0,2.13134,-300.574,0.62905,0.292
72000,0,1.6922,-298.899,0.494786,0.288
73000,0,2.65929,-299.045,0.21492,0.288
74000,1,2.7813,-299.724,1.31052,0.299
75000,0,2.63443,-299.527,0.145958,0.367
76000,0,1.75859,-300.29,0.990379,0.279
77000,0,1.6585,-300.595,0.774454,0.244
78000,0,1.96804,-301.499,1.07308,0.33
79000,2,1.86175,-300.868,2.09873,0.2983
80000,0,1.91613,-301.613,0.580136,0.279788
81000,0,2.43262,-300.306,0.173256,0.359
82000,0,2.39966,-299.022,0.0914805,0.325
83000,0,1.21148,-301.334,1.23176,0.346
84000,0,2.28836,-300.014,0.752205,0.329
85000,0,1.92885,-299.131,0.202103,0.275
