generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,1,27,0,0.032,0,0.005,0
1000,1,27,0,0.0532628,0.00083903,0.0122145,0
2000,1,27,0,0.0467516,0.00269484,0.0095288,0
3000,1,27,0,0.0512231,0.000810888,0.0156538,0
4000,1,27,0,0.0491035,-0.00289455,0.000230155,0
4000,54,55,55.1309,0.0684315,0.00590563,0.0349716,0
5000,1,27,0,0.0614793,-0.00232205,0.0207218,0
6000,1,27,0,0.0724549,-0.00748422,0.00299036,0
7000,1,27,0,0.07994,-0.0120297,0.00678967,0
8000,1,27,0,0.111264,-0.0138343,0.0189964,0
9000,1,27,0,0.126084,-0.0119861,0.0451294,0
10000,1,27,0,0.0578213,-0.00438605,0.00426343,0
11000,1,27,0,0.143673,-0.0154598,0.025236,0
12000,1,27,0,0.0704447,-0.0123828,0.0138938,0
13000,1,27,0,0.0259326,0.0293637,0.000664748,0
13000,118,NA,72.71,0.0911724,0.000451374,0.0188127,0
14000,1,27,0,0.0256397,0.0171066,0.00357941,0
15000,1,27,0,0.0971009,-0.0151411,0.00701151,0
16000,1,27,0,0.169839,-0.0188875,0.0119247,0
17000,1,27,0,0.134798,-0.0187585,0.0180253,0
18000,1,27,0,0.11514,-0.0153807,0.0227714,0
19000,1,27,0,0.106568,-0.0137391,0.013872,0
20000,1,27,0,0.103123,-0.0154543,0.0111058,0
21000,1,27,0,0.0967502,-0.0148168,0.00749723,0
22000,1,27,0,0.146004,-0.0149924,0.0421123,0
23000,1,27,0,0.214087,-0.017979,0.0651502,0
24000,1,27,0,0.124697,-0.0140623,0.0166289,0
25000,1,27,0,0.171271,-0.0182485,0.0380789,0
26000,1,27,0,0.0614445,-0.00652788,0.00188414,0
27000,1,27,0,0.164478,-0.0147656,0.0494395,0
28000,1,27,0,0.0516148,-0.00563796,0.0138286,0
29000,1,27,0,0.0476539,-0.00544809,0.00122373,0
30000,1,27,0,0.0559122,-0.00105521,0.0252451,0
31000,1,27,0,0.0536708,-0.00233067,0.00712466,0
32000,1,27,0,0.0901434,-0.00640593,0.0335882,0
33000,1,27,0,0.0533198,-0.00142533,0.00841111,0
34000,1,27,0,0.165418,-0.0137101,0.0659972,0
35000,1,27,0,0.110778,-0.00953384,0.0336032,0
36000,1,27,0,0.0772716,-0.00650215,0.0112638,0
37000,1,27,0,0.091384,-0.0103571,0.0227412,0
38000,1,27,0,0.0947404,-0.011872,0.0172783,0
39000,1,27,0,0.0751003,-0.00658144,7.30982e-05,0
40000,1,27,0,0.0967813,-0.0117501,0.00898548,0
41000,1,27,0,0.0659514,-0.00642386,0.00613334,0
42000,1,27,0,0.103366,-0.0132407,0.0202422,0
43000,1,27,0,0.187823,-0.0199469,0.0282801,0
44000,1,27,0,0.143194,-0.0163836,0.0327235,0
45000,1,27,0,0.114773,-0.0167735,0.00116931,0
46000,1,27,0,0.0860901,-0.0134376,0.00515288,0
47000,1,27,0,0.0819784,-0.0104027,0.00596167,0
48000,1,27,0,0.0726551,-0.00251741,0.0248152,0
49000,1,27,0,0.066423,-0.00444767,0.00471003,0
50000,1,27,0,0.0593947,-0.00820323,0.0020134,0
51000,1,27,0,0.0747063,-0.010065,0.00771827,0
52000,1,27,0,0.0929258,-0.010963,0.0163424,0
