generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,7.62668,-474.643,1,1
1000,0,7.20839,-463.327,0.950844,0.201
2000,0,7.62561,-461.468,0.170144,0.197401
3000,0,7.49222,-462.482,0.226188,0.178
4000,0,6.30366,-461.692,1.60407,0.186703
5000,0,7.19048,-462.192,0.864146,0.186
6000,0,7.30377,-462.795,0.316524,0.188
7000,1,11.9106,-461.412,2.06946,0.192
8000,0,7.46015,-462.131,0.354529,0.1946
9000,0,7.07827,-462.727,0.0835874,0.2146
10000,0,7.91515,-464.534,0.249321,0.213
11000,0,7.79876,-462.815,0.366592,0.209163
12000,0,7.62264,-463.765,0.590313,0.203
13000,0,7.51776,-462.651,0.13936,0.181
14000,0,7.88462,-463.268,0.110174,0.193333
15000,0,7.71281,-462.495,0.140764,0.205
16000,0,6.21828,-464.211,1.54343,0.214
17000,0,7.66309,-465.167,0.500821,0.205
18000,0,6.15215,-463.886,0.938203,0.192
19000,0,7.23062,-463.177,0.0971905,0.195
20000,0,6.66489,-462.318,1.18947,0.204571
21000,0,5.21181,-462.693,0.538801,0.1972
22000,0,7.23515,-462.374,0.821761,0.190333
23000,0,6.79283,-463.264,0.597325,0.195667
24000,0,6.51745,-462.488,1.37208,0.186333
25000,0,6.44303,-464.744,1.02233,0.1982
26000,0,6.0295,-466.493,1.14627,0.185
27000,0,6.08001,-462.554,1.49324,0.18825
28000,0,7.53208,-467.294,0.747209,0.19775
29000,0,7.61246,-462.397,0.228372,0.186
30000,0,7.62098,-464.081,0.112769,0.193875
31000,0,7.39109,-463.989,0.257718,0.19975
32000,0,5.97695,-462.513,1.85588,0.189
33000,0,7.0383,-464.532,0.30624,0.1932
34000,0,6.92785,-462.667,0.490293,0.22
35000,0,7.45475,-462.314,0.669673,0.206
36000,0,6.54409,-463.42,0.590668,0.179
37000,0,5.89376,-463.397,1.72349,0.198667
38000,0,7.31548,-465.033,0.0919611,0.2005
39000,0,7.44306,-462.445,0.380842,0.192
40000,0,7.28905,-463.023,0.402312,0.201455
41000,0,6.37188,-463.614,0.7781,0.19775
42000,0,7.34632,-463.911,0.0494011,0.197
43000,0,8.10261,-463.19,0.0782578,0.187
44000,0,6.96383,-462.341,1.11139,0.2046
45000,0,8.09069,-465.312,0.163927,0.191
46000,0,7.25927,-462.459,0.78574,0.213
47000,0,7.29721,-462.616,0.00538233,0.212667
48000,0,7.72408,-464.17,0.00234817,0.202
49000,0,7.63689,-463.355,0.612064,0.187105
50000,0,7.03493,-463.305,0.12928,0.209714
51000,0,7.62042,-466.647,0.313314,0.221
52000,0,5.82461,-465.556,1.81616,0.211333
53000,0,6.99267,-463.303,0.912711,0.193
54000,0,7.06451,-462.925,0.155106,0.19
55000,0,6.22082,-465.429,0.80001,0.18
56000,1,13.8691,-465.786,0.878217,0.203
57000,0,6.92927,-462.999,0.604337,0.216857
58000,0,7.26895,-462.551,0.477939,0.200571
59000,0,7.56607,-462.615,0.590906,0.173
60000,0,5.78019,-461.383,1.68916,0.190143
61000,0,6.75357,-461.283,0.783755,0.182
62000,0,7.35169,-461.306,0.248251,0.183
63000,0,7.60626,-462.62,0.0118997,0.182
64000,0,6.82056,-462.91,0.152412,0.15
65000,0,6.6551,-463.399,0.228154,0.157
66000,0,6.36992,-462.024,0.825632,0.169
67000,0,7.34192,-461.556,0.241442,0.177
68000,0,7.73974,-461.867,0.107865,0.169
69000,0,8.08509,-463.293,0.00164057,0.201
70000,0,6.6359,-461.67,1.13742,0.184
71000,0,7.50082,-461.83,0.173926,0.176714
72000,0,7.72681,-464.344,0.000450439,0.180231
73000,0,7.50967,-462.678,0.226035,0.188
74000,0,3.5636,-462.071,4.50282,0.19
75000,0,7.51416,-462.535,0.344164,0.219
76000,0,5.69166,-465.875,1.27616,0.1825
77000,0,6.14593,-462.037,1.70676,0.16
78000,0,6.89493,-462.208,0.203085,0.192227
79000,0,6.974,-461.824,0.407861,0.148
80000,0,6.76132,-461.825,0.959956,0.1838
81000,0,6.94306,-463.33,0.676011,0.143
82000,0,6.46037,-461.513,1.28081,0.172
83000,0,7.12085,-461.476,0.6191,0.178
84000,0,7.40966,-461.378,0.0448296,0.153
85000,0,7.18319,-461.18,0.288182,0.172
86000,0,7.20939,-461.186,0.0373025,0.161
87000,0,7.07171,-461.247,0.0584819,0.18
