generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,3.74072,-397.92,1,0
1000,0,3.97064,-384.485,0.694091,0.31
2000,0,4.16201,-386.223,0.376164,0.371
3000,0,4.55574,-384.8,0.0743083,0.303565
4000,0,3.8826,-385.345,0.479919,0.305674
5000,0,4.42188,-384.297,0.116265,0.286
6000,0,4.23693,-385.493,0.0294411,0.264
7000,1,7.56368,-385.756,1.1532,0.314
8000,0,3.92962,-384.718,0.214332,0.364
9000,0,4.26885,-384.406,0.0244467,0.278
10000,0,3.85292,-384.314,0.358944,0.289
11000,0,4.187,-385.859,0.365231,0.311881
12000,0,4.08986,-384.162,0.257685,0.285375
13000,0,4.3625,-384.068,0.0900727,0.256
14000,0,4.22751,-384.475,0.12481,0.2475
15000,0,4.38841,-383.95,0.23874,0.286
16000,0,3.80354,-384.299,0.42397,0.339
17000,0,3.83248,-384.852,0.08956,0.328786
18000,0,3.89805,-384.518,0.242605,0.288
19000,0,2.52307,-385.964,1.61473,0.34
20000,0,3.67164,-386.146,0.273487,0.325
21000,0,3.732,-385.19,0.221788,0.206
22000,0,3.29808,-385.521,0.53761,0.306
23000,0,3.45751,-384.3,0.773086,0.44
24000,0,3.16333,-385.245,0.734367,0.235
25000,0,3.56908,-385.345,0.438758,0.274
26000,0,3.17568,-386.724,0.697186,0.264
27000,0,2.65823,-385.494,1.13576,0.225
28000,1,7.32605,-385.709,1.04046,0.288071
29000,0,4.15369,-384.411,0.151849,0.290583
30000,0,3.8787,-385.957,0.157479,0.290786
31000,0,4.4595,-384.301,0.0159604,0.29375
32000,0,4.44768,-385.065,0.1723,0.29325
33000,0,4.28929,-384.953,0.19538,0.299
34000,1,6.86323,-385.153,1.18539,0.31325
35000,1,6.58134,-386.909,0.143619,0.3625
36000,0,3.72388,-385.425,0.985048,0.318
37000,1,6.6413,-385.525,0.815643,0.397
38000,0,3.68574,-385,0.301464,0.346143
39000,0,3.61836,-385.158,0.501934,0.235
40000,0,3.89535,-383.972,0.653389,0.301
41000,0,3.55754,-384.859,0.669075,0.341222
42000,0,3.42514,-385.264,0.523376,0.261667
43000,0,2.8091,-385.212,0.922653,0.236
44000,0,3.12406,-385.335,0.308111,0.346
45000,0,2.67191,-386.437,0.747163,0.254
46000,0,3.12708,-386.002,0.0728134,0.251
47000,0,2.39696,-387.068,0.712636,0.272
48000,0,3.38019,-385.226,0.118408,0.267571
