generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,1,10,0,0.032,0,0.005,0
1000,1,10,0,0.107884,-0.00856213,0.049544,0
1000,19,75,53.0803,0.742164,0.00799615,0.701387,0
2000,1,10,0,0.082149,-0.0110216,0.0166661,0
2000,20,66,59.7304,1.52996,0.0162463,1.47656,0
3000,1,10,0,0.07013,-0.0110216,0.00288219,0
3000,5,NA,43.0809,0.016967,0.0123042,0.175184,0
3000,20,66,59.7182,1.55794,0.00278993,1.32255,0
3000,13,14,43.421,0.114313,-0.000298906,0.0400365,0
4000,1,10,0,0.104481,-0.0215101,0.00367227,0
4000,19,20,57.2182,0.977944,-0.00603233,0.540789,0
5000,1,10,0,0.107987,-0.0215101,0.0200892,0
5000,14,NA,61.9796,0.0413991,-0.0133326,0.0255447,0
5000,19,75,53.258,1.01471,0.00515662,0.71341,0
6000,1,10,0,0.123848,-0.0159417,0.0371166,0
6000,20,39,59.98,1.66471,0.00301958,1.67303,0
6000,74,NA,62.3837,0.117014,0.0243215,0.0364752,0
7000,1,10,0,0.0889937,-0.00963072,0.0210054,0
7000,20,39,59.9989,1.01017,-0.00398794,0.660354,0
7000,75,76,64.5684,0.237404,-0.0280609,0.112447,0
8000,1,10,0,0.0932757,-0.00743104,0.0346285,0
8000,20,66,59.4837,0.986564,0.0223388,0.754464,0
9000,1,10,0,0.070031,-0.013988,0.00229297,0
9000,20,66,59.3744,2.15428,0.00364447,1.47971,0
10000,1,10,0,0.0620424,-0.00792307,0.00656396,0
10000,20,71,58.838,0.980496,0.0113465,0.564379,0
10000,72,73,63.0223,0.241763,0.0140513,0.0676508,0
11000,1,10,0,0.0793362,-0.00683764,0.0145321,0
11000,20,66,59.4327,2.04646,-0.0164145,1.64407,0
12000,1,10,0,0.0510351,-0.00352957,0.00520167,0
12000,20,39,60.3206,1.43597,0.0142826,0.994327,0
13000,1,10,0,0.0630354,-0.00510917,0.0265534,0
13000,20,39,60.1162,1.65474,0.0152308,1.36148,0
14000,1,10,0,0.0891392,-0.0133296,0.00703838,0
14000,20,39,59.92,1.58012,0.0321329,1.30484,0
14000,75,76,64.4145,1.1135,-0.0240487,0.0673351,0
15000,1,10,0,0.153277,-0.0163436,0.0392162,0
15000,20,39,60.3686,1.99504,-0.0197276,1.39757,0
16000,1,10,0,0.122306,-0.0108147,0.0449212,0
16000,20,39,60.3108,1.4499,-0.00363216,1.02824,0
17000,1,10,0,0.108755,-0.00996406,0.0326331,0
17000,20,39,60.3873,1.56817,0.00562808,0.976767,0
18000,1,10,0,0.0867734,-0.0186786,0.00925312,0
18000,40,63,64.6887,3.72986,-0.0122619,0.245938,0
18000,16,78,44.8286,0.202489,0.0217127,0.00131358,0
19000,1,10,0,0.15597,-0.0257346,0.0388676,0
19000,40,63,64.6523,4.97521,-0.0265031,0.0598108,0
19000,16,78,42.8741,0.171672,0.0222946,0.000639812,0
20000,1,10,0,0.219969,-0.0254886,0.0669129,0
20000,40,63,64.7328,2.7114,-0.0205029,0.248412,0
20000,16,19,51.2226,0.287001,-0.00883793,0.0231616,0
21000,1,10,0,0.161848,-0.0255655,0.0327275,0
21000,40,63,64.6468,3.01566,0.0359779,0.200121,0
21000,16,78,46.3663,0.328937,-0.0158833,0.155817,0
22000,1,10,0,0.175771,-0.0224458,0.0453837,0
22000,5,NA,46.6173,0.0762451,0.0241628,0.238173,0
22000,40,63,64.0568,3.35547,0.00330775,0.164276,0
22000,16,19,51.4936,0.213678,0.0188933,0.0178901,0
23000,1,10,0,0.0961155,-0.0173892,0.015048,0
23000,40,61,64.8391,3.46407,0.00135925,0.11448,0
23000,19,75,51.672,0.234642,-0.00314631,0.0100312,0
24000,1,10,0,0.0430163,0.000651931,0.0067146,0
24000,40,63,64.5691,4.39056,0.00760175,0.236928,0
24000,19,75,52.7525,0.22131,0.00286371,0.00114517,0
25000,1,10,0,0.0383832,0.00131049,0.000502253,0
25000,40,63,62.8804,2.59725,0.00515482,0.677157,0
25000,19,75,52.0307,0.230534,0.0233901,0.0120397,0
26000,1,10,0,0.027238,0.0165281,0.00410212,0
26000,40,63,64.625,3.52606,-0.00620328,0.039416,0
26000,16,19,50.5194,0.172609,0.0167489,0.0066962,0
27000,1,10,0,0.0237536,0.0110025,0.000844977,0
27000,40,63,64.4975,2.78518,-0.0307199,0.130498,0
27000,16,19,50.9063,0.240975,-0.00288888,0.0193606,0
28000,1,10,0,0.0493339,-0.00398493,0.0060492,0
28000,40,63,64.5662,3.43661,0.0435666,1.14848,0
28000,16,78,40.0966,0.144542,0.0261766,0.011717,0
29000,1,10,0,0.0589844,-0.00573907,0.0126471,0
29000,40,63,64.6454,4.01601,-0.00985028,0.0623581,0
29000,16,19,50.536,0.2147,-0.00237908,0.0221446,0
30000,1,10,0,0.0432017,-0.00448643,0.00424234,0
30000,40,63,64.5762,4.2187,-0.0168111,0.538672,0
30000,16,19,50.5035,0.194054,0.00639689,0.00742994,0
30000,86,88,62.1855,0.37791,-0.0317637,0.0170529,0
31000,1,10,0,0.0244236,0.0153467,0.00210679,0
31000,40,63,64.5434,2.36316,-0.00662801,0.0844156,0
31000,19,75,53.199,0.290567,0.0296217,0.13418,0
32000,1,10,0,0.0346371,0.00102321,0.0017891,0
32000,40,63,64.4173,3.75547,0.0132615,0.263617,0
32000,19,75,52.5401,0.447927,-0.0073927,0.161704,0
33000,1,10,0,0.0498374,-0.0040585,0.00847003,0
