generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,1.31385,-317.371,1,1
1000,1,2.26379,-287.704,1.1959,0.403
2000,1,2.22556,-274.31,0.628992,0.476
3000,1,1.27584,-273.517,1.58259,0.443
4000,1,-0.0869828,-275.121,3.19867,0.495
5000,1,1.87213,-273.982,0.512825,0.369926
6000,1,0.0352613,-272.999,2.25596,0.499
7000,2,0.327467,-276.158,2.41172,0.417512
8000,1,3.05653,-272.355,0.138617,0.425
9000,1,3.22999,-275.171,0.313581,0.499667
10000,2,2.53341,-275.511,0.500177,0.494
11000,2,2.064,-275.337,1.94216,0.490286
12000,1,1.16623,-275.187,1.70511,0.5055
13000,2,0.860674,-277.697,1.47999,0.479271
14000,1,1.86607,-276.444,1.75697,0.454
15000,1,1.49739,-273.716,1.63964,0.445
16000,2,0.84483,-276.259,1.8712,0.504
17000,1,0.572639,-275.633,1.65657,0.437
18000,1,0.361549,-274.777,0.859569,0.456
19000,1,2.93844,-274.823,0.720381,0.445
20000,3,4.50277,-273.001,2.72012,0.514
21000,1,1.8936,-276.197,0.579355,0.513
22000,1,2.2877,-276.575,0.737448,0.490636
23000,1,1.27333,-275.727,0.875356,0.474182
24000,1,1.60459,-278.909,0.437368,0.496333
25000,1,2.15613,-273.994,1.21671,0.434
26000,1,0.311994,-274.272,1.27259,0.4775
27000,1,1.86115,-275.253,0.5505,0.427
28000,1,0.45358,-275.39,2.24923,0.443
29000,2,2.61506,-273.45,0.189908,0.4275
30000,1,2.49869,-278.518,0.858514,0.475
31000,1,-1.24563,-275.388,0.570865,0.477261
32000,1,1.39753,-274.781,0.828396,0.48125
33000,1,1.89224,-275.158,0.0423369,0.428
34000,1,1.54157,-275.311,1.81803,0.444
35000,1,2.0742,-274.094,0.852494,0.428
36000,1,0.389597,-274.896,2.50038,0.418
37000,1,1.943,-279.504,0.545926,0.4345
38000,1,2.63789,-276.258,0.147657,0.418
39000,1,0.669742,-276.533,2.92186,0.446
40000,2,3.14199,-276.353,0.933526,0.521
41000,1,1.54159,-275.254,1.19455,0.462833
42000,1,1.61949,-276.777,0.429982,0.470083
43000,1,0.971841,-277.921,2.32587,0.486429
44000,1,1.90657,-274.428,1.44728,0.464
45000,1,1.48605,-273.766,1.45087,0.425
46000,1,0.896418,-274.195,0.772057,0.437
47000,1,1.25407,-274.662,0.56112,0.442
48000,2,1.15983,-275.195,1.24203,0.505
49000,1,1.41003,-274.234,1.84766,0.459
50000,1,0.71501,-276.146,1.25447,0.439
51000,1,1.51951,-273.834,1.03092,0.441
52000,1,0.133335,-278.471,1.55415,0.422
53000,1,2.79303,-275.938,0.14522,0.44
54000,1,1.15535,-276.911,0.790766,0.461
55000,1,1.08399,-274.824,0.882289,0.464
56000,2,-3.58113,-274.642,4.42401,0.431
57000,1,1.1206,-274.528,0.153823,0.422333
58000,2,2.15893,-274.401,0.987088,0.438333
59000,1,0.734073,-272.876,1.92853,0.475
60000,2,2.09593,-272.694,2.61894,0.48
61000,1,0.7683,-275.603,1.88474,0.48675
62000,1,1.93749,-277.206,0.623805,0.413
63000,1,0.212588,-275.009,1.17962,0.416
64000,2,0.99273,-275.782,1.71386,0.378
65000,1,0.811222,-278.146,1.77371,0.4324
66000,2,4.76879,-274.414,0.325684,0.456
67000,2,2.28476,-273.706,0.473625,0.513
68000,1,-0.129785,-277.191,2.41988,0.485
69000,1,0.976475,-278.093,0.505493,0.424
70000,1,3.22668,-276.287,0.425594,0.438833
71000,1,1.85511,-274.809,0.924292,0.468379
72000,1,3.33243,-275.936,0.376217,0.438
73000,1,-0.146862,-277.874,1.87313,0.45975
74000,1,-0.0531648,-275.491,0.900312,0.444
75000,1,1.06485,-274.148,1.47713,0.439
76000,1,0.883698,-276.047,0.507666,0.450333
77000,1,0.382675,-276.233,1.32844,0.43775
78000,1,0.055568,-276.512,1.49046,0.444333
79000,1,-0.467547,-274.393,1.02257,0.442
80000,1,1.64255,-277.977,0.478886,0.413
