generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-59.0093,-59745.6,1,0
1000,3,49.1909,-1388.48,0.604378,0.353
2000,8,151.486,-1277.51,4.25965,0.347
3000,8,154.839,-1257.38,5.28221,0.326
4000,11,226.7,-1237.17,6.37884,0.36
5000,5,129.864,-1063.62,3.51723,0.331534
6000,3,83.5626,-1064.21,1.56017,0.308
7000,9,203.445,-1077.78,3.83699,0.386333
8000,5,128.817,-1071.15,4.26035,0.373
9000,3,89.1957,-1071.51,0.269519,0.301
10000,4,111.225,-1071.63,1.44172,0.342
11000,3,82.3262,-1072.32,2.19276,0.335
12000,3,84.4056,-1067.61,1.56539,0.332
13000,3,88.4681,-1068.02,1.59601,0.308
14000,2,62.9759,-1066.26,0.940122,0.269
15000,2,64.6748,-1067.37,1.47915,0.248
16000,2,63.6392,-1065.8,0.645378,0.258
17000,2,66.3235,-1066.19,0.956838,0.237
18000,2,66.0947,-1066.97,1.24123,0.255
19000,2,65.9807,-1066.41,0.475877,0.244
20000,2,64.6653,-1065.48,1.57653,0.24
21000,2,63.92,-1066.46,1.04732,0.23
22000,2,61.079,-1065.73,1.13264,0.238
23000,2,65.3718,-1065.11,1.07269,0.213
24000,2,64.6427,-1065.7,2.08917,0.255
25000,2,66.3749,-1069.08,0.326569,0.253
26000,2,63.6606,-1065.47,2.91611,0.238
27000,2,66.0205,-1059.96,1.00246,0.294
28000,1,40.9205,-1060.66,3.32226,0.213
29000,1,43.429,-1058.7,1.0106,0.234
30000,2,66.0597,-1061.69,1.32232,0.254
31000,1,43.641,-1059.25,0.713427,0.326
32000,1,44.7415,-1065.86,1.22585,0.225769
33000,1,45.6461,-1067.02,0.570769,0.22
34000,2,64.3065,-1067.51,3.18526,0.218
35000,1,44.3361,-1067.12,1.35277,0.219
36000,1,43.4857,-1070.94,1.9495,0.203
37000,2,64.1807,-1066.74,3.42976,0.222
38000,1,45.4889,-1065.61,0.267398,0.263
39000,1,45.8118,-1065.89,0.0689877,0.218
40000,1,43.3252,-1058.51,0.768923,0.219444
41000,1,43.2857,-1060.56,0.690821,0.203
42000,1,42.9937,-1057.44,1.31655,0.183
43000,1,43.9846,-1059.67,0.22574,0.218
44000,1,44.0754,-1059.12,0.357412,0.239
45000,1,42.9888,-1060.4,1.35446,0.232
46000,1,43.7692,-1057.84,0.877053,0.203
47000,1,44.2796,-1058.89,0.344845,0.21
48000,1,43.3395,-1063.06,1.17017,0.202
49000,1,44.7208,-1060.82,0.301815,0.234
50000,1,44.5815,-1060.58,0.52838,0.216
51000,1,44.9817,-1063.05,0.126248,0.215
52000,1,44.8062,-1060.75,0.283494,0.222
53000,1,44.1022,-1061.76,0.463172,0.272
54000,1,43.995,-1057.82,0.553398,0.243
55000,2,64.9281,-1062.04,1.40081,0.305
56000,1,43.7634,-1058.71,0.723595,0.222
57000,1,42.2067,-1057.98,2.0896,0.222
58000,1,45.4121,-1066.78,0.503305,0.216105
59000,1,44.1557,-1066.66,2.16774,0.264
60000,1,44.8525,-1077.54,1.61869,0.219
61000,1,43.3853,-1061.31,1.60433,0.22625
62000,1,44.3251,-1062.42,0.549957,0.207
63000,1,43.2633,-1061.74,1.50541,0.23
64000,1,42.7728,-1057.29,1.50805,0.2
65000,1,42.6536,-1059.6,1.63248,0.236
66000,1,41.5627,-1059.83,2.26059,0.225
67000,1,43.4466,-1059.15,0.459673,0.261
68000,1,43.427,-1057.69,1.15232,0.244
69000,1,42.1536,-1058.26,2.44924,0.24
70000,1,43.8384,-1059.61,0.566803,0.205
71000,2,65.3367,-1060.21,1.32588,0.221
72000,1,43.1139,-1063.5,1.46004,0.216
73000,1,43.9291,-1062.66,0.843178,0.21
